5221,35304
5222,49993
5223,35087
5224,32221
5228,35681
5229,34428
5230,44687
5231,45079
5233,35494
5234,31875
5235,38167
5239,38356
5241,43252
5242,43534
5243,49334
5244,42352
5246,45317
5250,36580
5251,50447
5253,47593
5254,44838
5256,50775
5257,44992
5258,38841
5262,47682
5263,46879
5265,31644
5266,48747
5267,55953
5268,19894
5272,36369
5274,33684
5275,50000
5276,53652
5277,40449
5278,55087
5280,31148
5281,39353
5282,34048
5284,36290
5285,54914
5286,46200
5287,39518
5289,46428
5290,28113
5292,33664
5293,45846
5294,35135
5295,35364
5297,45856
5299,44011
5300,53277
5302,37204
5303,38906
5304,36957
5306,59172
5307,35010
5308,47337
5309,34681
5310,43589
5313,49285
5314,52516
5501,148572
5502,73654
5504,85055
5505,133398
5506,76506
5507,70482
5509,67506
5516,44022
5517,83290
5518,73523
5520,80661
5522,76415
5526,148596
5528,70295
5529,79827
5530,97911
5531,110550
5532,82251
5533,88111
5535,63110
5541,65046
5544,69917
5548,67324
5550,97555
5551,56009
5556,101393
5557,52500
5570,76829
5571,132376
5573,59705
5574,54315
5575,81144
5576,84251
5577,46939
5578,52539
5579,74320
5580,110038
5583,92146
5585,80570
5586,90360
5587,91157
5588,58981
5590,67826
5592,89366
5593,47000
5596,88215
5597,85670
5598,88349
5611,116363
5622,74403
5623,81067
5626,47500
5628,64883
5632,150000
5634,74612
5636,81299
5637,75083
5640,51293
5642,65530
5644,98086
5645,56070
5649,71594
5652,57817
5690,137175
5697,98461
5706,48363
5714,123337
5719,62170
5721,80665
5723,127868
5728,94083
5732,137323
5736,68292
5739,58485
5741,85241
5742,83460
5744,100492
5746,72031
5750,95731
5751,90343
5752,63833
5754,83144
5757,54944
5761,70255
5762,132778
5769,104187
5771,77240
5774,96122
5776,55950
5777,72690
5779,53392
5783,82543
5785,94498
5787,134693
5893,101964
5900,119863
5911,70465
5913,194736
5915,138747
5918,160056
5920,109742
5927,61882
5931,134644
5932,138487
5940,131632
5949,143855
5952,128326
5953,103719
5965,154775
5970,122881
5976,167492
5979,114285
5983,151532
5991,167735
5994,108882
5995,164749
5999,72722
6003,122780
6007,58314
6011,85329
6014,82181
6021,58412
6023,76218
6025,59758
6028,69478
6030,76208
6031,95541
6044,80000
6051,76470
6053,71983
6055,68033
6056,66225
6058,82195
6061,90342
6064,80199
6069,76430
6070,76086
6071,75342
6073,122222
6074,62417
6077,70494
6079,200000
6080,77192
6081,68914
6082,67664
6083,71852
6085,59574
6087,61044
6089,75557
6091,55892
6094,57476
6096,86612
6105,66699
6106,74344
6107,69444
6109,66374
6110,70666
6113,94762
6117,113669
6119,86912
6121,81190
6125,48002
6127,70789
6130,70788
6132,107611
6133,128090
6134,91392
6135,76068
6138,87833
6141,132000
6143,67393
6146,82401
6147,126350
6148,115208
6150,57270
6151,90400
6153,64986
6154,63989
6201,77444
6210,126798
6213,71455
6214,66386
6215,117460
6219,58796
6220,40500
6222,59776
6224,96351
6226,64724
6229,130417
6230,115739
6234,90201
6237,60531
6241,68363
6245,66916
6247,94479
6250,96440
6252,53627
6253,46075
6267,200000
6274,61720
6289,127635
6291,52500
6293,68219
6295,57482
6296,63418
6299,41000
6302,92620
6304,70175
6306,49000
6307,78894
6308,44002
6309,48669
6310,58735
6311,106342
6321,86660
6322,76376
6325,107055
6326,71718
6327,86666
6328,67346
6330,107178
6332,142857
6445,151380
6446,100000
6462,108317
6466,112500
6468,74324
6469,140225
6470,75857
6475,120000
6484,82819
6485,111111
6492,49950
6509,126666
6517,122029
6522,104571
6526,189063
6527,68170
6533,135681
6540,83950
6542,109090
6553,70799
6555,106835
6556,75365
6561,96951
6568,57404
6569,68078
6571,98883
6576,100847
6579,66682
6583,102857
6585,98733
6588,70542
6589,64132
6594,69703
6597,80395
6603,154456
6605,91676
6606,95283
6607,70178
6611,56571
6612,129870
6616,49407
6619,53138
6626,77683
6631,85799
6632,81967
6633,102014
6635,52500
6636,107058
6638,73000
6639,46391
6641,47465
6645,70000
6647,64309
6649,55263
6651,70260
6657,74857
6661,72568
6662,115522
6663,60774
6664,59649
6666,89705
6667,56249
6669,74074
6672,70111
6673,90815
6675,62834
6677,76100
6679,77437
6683,95437
6684,68162
6686,62231
6687,84000
6689,81481
6847,105000
6850,56730
6869,168953
6877,98527
6878,57575
6893,116928
7001,15141
7006,33822
7007,38429
7008,24887
7013,40832
7015,34831
7018,37815
7037,27121
7040,47775
7041,38820
7042,45321
7045,83573
7047,35021
7048,14633
7065,25250
7070,23006
7072,52609
7073,32804
7076,25203
7077,38152
7078,27511
7082,37325
7084,19736
7103,19047
7106,30591
7107,21488
7109,44699
7110,33928
7112,18541
7115,21655
7117,30280
7118,29925
7119,25985
7121,41611
7122,23533
7125,45255
7128,24514
7130,25714
7132,35104
7133,30927
7136,40741
7138,30371
7139,33359
7140,32933
7141,44593
7171,26852
7188,24590
7196,41288
7197,36576
7200,51648
7208,27110
7210,37539
7217,37096
7218,32999
7221,27777
7225,23000
7230,30727
7231,25786
7232,27016
7234,31290
7235,35205
7236,31626
7237,44000
7239,25935
7240,40801
7242,54251
7243,31385
7244,40988
7245,37931
7247,37363
7248,48484
7249,36422
7250,45191
7252,21535
7362,38159
7366,37208
7372,43257
7373,19324
7377,37286
7378,25227
7406,31213
7411,33135
7414,35202
7415,36854
7416,25755
7419,26296
7420,23686
7426,28333
7429,26967
7432,33992
7434,45161
7435,34704
7436,34223
7437,37421
7438,36505
7441,12647
7442,31666
7447,32814
7454,47370
7455,30020
7459,35623
7460,38623
7461,31341
7466,24527
7469,38237
7470,30000
7471,29769
7473,29411
7474,37974
7475,28145
7476,23333
7477,36018
7478,46428
7479,41328
7485,34797
7486,30853
7488,35039
7492,31755
7493,31766
7494,51111
7498,49992
7499,43433
7500,34977
7501,24693
7502,25551
7505,35283
7506,37580
7507,40449
7508,46065
7511,76780
7512,36713
7513,45869
7514,37199
7515,47677
7516,44863
7517,40732
7518,54545
7520,34020
7521,36524
7522,36509
7523,39509
7525,37007
7526,43097
7527,40653
7528,26237
7530,31491
7531,21726
7533,37701
7534,38824
7537,39351
7538,53300
7539,27445
7540,37639
7562,43276
7563,18437
7568,22031
7572,18571
7578,31419
7579,39006
7585,38165
7593,25231
7594,52853
7605,34251
7607,15065
7608,34930
7609,25053
7611,32589
7614,29556
7615,35727
7645,31520
7647,36900
7650,21428
7653,29993
7655,36055
7656,25628
7658,25807
7659,33761
7660,39569
7662,34585
7663,39468
7664,36194
7738,27942
7740,35000
7741,32692
7745,32485
7746,31951
7748,30975
7749,31418
7750,29630
7753,24200
7754,38238
7755,53043
7756,38118
7759,32911
7761,31832
7762,28836
7763,30548
7764,36856
7765,29614
7767,21576
7768,34388
7769,29189
7770,25597
7773,32092
7774,25829
7777,22870
7778,25757
7781,36815
7782,30000
7783,38736
7785,22165
7974,34042
7982,23200
7987,26000
7996,28000
7999,26807
