,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
5554,新汇公寓,https://shanghai.anjuke.com/community/view/1648,31.201468,121.452581,公寓,2.00元/平米/月,20000m²,290户,1999年,50,暂无数据,40%(高),上海新轮房地产有限公司,上海佳信物业管理有限公司
5555,梓树园,https://shanghai.anjuke.com/community/view/1507,31.168834000000004,121.436721,公寓,1.60元/平米/月,80000m²,613户,1999年,150,2.1,35%(一般),上海梅苑房地产有限公司,上海望族城物业管理有限公司
5556,漕河景苑,https://shanghai.anjuke.com/community/view/1239,31.171058,121.436024,公寓,2.20元/平米/月,110000m²,650户,2007年,600,2,41%(高),上海汇成房产经营公司,上海汇成物业有限公司
5557,丰业广元公寓,https://shanghai.anjuke.com/community/view/1026151,31.20166,121.439419,公寓,1.80元/平米/月,暂无数据,暂无数据,2002年,暂无数据,暂无数据,25%(一般),上海丰业房地产开发经营有限公司,上海乾辰物业管理有限公司
5558,汇京佳丽园,https://shanghai.anjuke.com/community/view/1026074,31.152759000000003,121.435553,公寓,1.80元/平米/月,暂无数据,暂无数据,2005年,暂无数据,2.5,44%(高),上海汇京置业发展有限公司,上海汇成物业有限公司
5559,名仕苑,https://shanghai.anjuke.com/community/view/1025951,31.202151,121.440617,公寓,暂无数据,暂无数据,暂无数据,2004年,暂无数据,2,35%(一般),上海新中汇房地产有限公司,上海启胜管理服务有限公司
5560,远雄徐汇园,https://shanghai.anjuke.com/community/view/1025749,31.203557,121.471262,公寓,5.90元/平米/月,暂无数据,暂无数据,2012年,暂无数据,2.59,35%(一般),远雄房地产开发集团（上海）有限公司,远雄物业(上海)有限公司
5561,滨江小区,https://shanghai.anjuke.com/community/view/990492,31.159387,121.463033,公寓,0.50元/平米/月,暂无数据,暂无数据,1998年,暂无数据,2.2,暂无数据,上海长峰房地产开发有限公司,上海安居物业有限公司
5562,东泉小区(东块),https://shanghai.anjuke.com/community/view/990244,31.16202100000001,121.451664,公寓,0.95元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2.2,25%(一般),上海大华(集团)有限公司,上海申大物业管理有限公司
5563,嘉御庭(二期),https://shanghai.anjuke.com/community/view/877027,31.212404,121.467076,公寓,14.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,3.65,28%(一般),上海嘉兆房地产开发经营有限公司,第一太平戴维斯物业顾问（上海）有限公司
5564,清真路69-77号小区,https://shanghai.anjuke.com/community/view/869720,31.205342,121.46542,公寓,0.50元/平米/月,暂无数据,暂无数据,2000年,8,2.1,30%(一般),上海永业企业（集团）有限公司,上海中星集团申城物业有限公司
5565,嘉瑞花苑,https://shanghai.anjuke.com/community/view/865991,31.209058,121.469366,公寓,1.80元/平米/月,暂无数据,暂无数据,2001年,暂无数据,3.67,40%(高),暂无数据,隧峰物业
5566,嘉汇广场,https://shanghai.anjuke.com/community/view/865989,31.194565,121.449196,暂无数据,3.20元/平米/月,暂无数据,暂无数据,2000年,130,4.3,33%(一般),上海华中房地产开发有限公司,上海明华物业有限公司
5567,龙山公寓,https://shanghai.anjuke.com/community/view/820285,31.190078000000003,121.453893,公寓,暂无数据,暂无数据,暂无数据,2004年,暂无数据,1.6,35%(一般),中华企业股份有限公司,上海中宜物业管理有限公司
5568,民苑小区,https://shanghai.anjuke.com/community/view/819446,31.177941,121.464976,公寓,0.80元/平米/月,暂无数据,暂无数据,1999年,暂无数据,暂无数据,35%(一般),暂无数据,上海久实物业有限公司
5569,上海天玺,https://shanghai.anjuke.com/community/view/639324,31.221418,121.464047,公寓,18.80元/平米/月,390000m²,64户,2014年,128,3.2,32%(一般),香港新鸿基集团,上海启胜物业管理服务有限公司公司
5570,上师大科技园,https://shanghai.anjuke.com/community/view/592277,31.164265000000004,121.421171,公寓,0.45元/平米/月,3620m²,650户,2006年,80,1.2,30%(一般),上海高校后勤服务有限公司,上师大物业管理有限公司
5571,永嘉大楼,https://shanghai.anjuke.com/community/view/62848,31.210848,121.45576,公寓,0.50元/平米/月,暂无数据,165户,1993年,20,暂无数据,30%(一般),上海汇发房地产开发有限公司,自主物业
5572,电影华苑,https://shanghai.anjuke.com/community/view/16616,31.190245,121.446291,公寓,2.80元/平米/月,63000m²,600户,2007年,200,3.7,35%(一般),上海东方金马房地产有限公司,上海上实金马物业管理有限公司
5573,长桥四村,https://shanghai.anjuke.com/community/view/15520,31.140865,121.446379,公寓,0.35元/平米/月,5212m²,2300户,1988年,500,1.5,35%(一般),上海中友房地产有限公司,上海安得物业管理有限公司
5574,龙南六村,https://shanghai.anjuke.com/community/view/10692,31.162359,121.459374,公寓,0.60元/平米/月,5412m²,1350户,1998年,300,1.7,30%(一般),上海市人民动迁组,上海徐房物业管理有限公司
5575,海上华庭,https://shanghai.anjuke.com/community/view/9883,31.155196000000004,121.424246,公寓,2.50元/平米/月,38000m²,450户,2004年,300,1.7,40%(高),上海中星（集团）有限公司,上海中星集团申城物业有限公司
5576,田林十四村,https://shanghai.anjuke.com/community/view/7590,31.181748,121.429927,公寓,0.80元/平米/月,30000m²,320户,1993年,33,2,35%(一般),徐汇房地产经营开发有限公司,上海安得物业管理有限公司
5577,沙家浜小区华济苑北区,https://shanghai.anjuke.com/community/view/6220,31.12255900000001,121.46761399999998,公寓,0.45元/平米/月,6400m²,180户,1995年,45,1.6,29%(一般),上海祥羚房地产开发有限公司,业主自管
5578,广交小区,https://shanghai.anjuke.com/community/view/4892,31.20325900000001,121.442505,公寓,1.50元/平米/月,18000m²,586户,1998年,200,2,38%(一般),广交集团有限公司,上海绿地物业管理有限公司
5579,天钥新村,https://shanghai.anjuke.com/community/view/4811,31.191218,121.45442,公寓,0.30元/平米/月,3215m²,200户,1993年,100,1.6,35%(一般),汇成地产,汇成物业
5580,天平路179弄小区,https://shanghai.anjuke.com/community/view/4719,31.20497,121.445607,公寓,0.80元/平米/月,27000m²,980户,1994年,47,暂无数据,30%(一般),慧佳房地产有限公司,上海高建物业管理有限公司
5581,四季园,https://shanghai.anjuke.com/community/view/2423,31.201735,121.459092,公寓,2.10元/平米/月,100000m²,650户,2000年,地上:100多　 地下:100多　,4.3,36%(一般),上海东方金马房地产有限公司,上海东方金马房地产有限公司
5582,文定天下苑,https://shanghai.anjuke.com/community/view/2382,31.19063,121.43738,公寓,1.60元/平米/月,35000m²,268户,2002年,320,2,35%(一般),上海久星房地产开发有限公司,上海枫林物业有限公司
5583,宏润花园,https://shanghai.anjuke.com/community/view/2366,31.18116400000001,121.443598,公寓,2.15元/平米/月,160000m²,528户,2004年,541,暂无数据,54%(高),上海润仁房地产有限公司,港联物业服务（上海）有限公司
5584,徐汇临江豪园,https://shanghai.anjuke.com/community/view/2363,31.189818,121.458553,公寓,2.20元/平米/月,74673m²,490户,2006年,302,2.94,35%(一般),上海恒宛置业发展有限公司, 上海安荣物业管理服务有限公司 
5585,青松小区,https://shanghai.anjuke.com/community/view/2357,31.204062,121.45652,公寓,1.20元/平米/月,20103m²,738户,1995年,80,2.5,30%(一般),上海老干部,上海高建物业有限公司
5586,宜仕怡家,https://shanghai.anjuke.com/community/view/2307,31.183348,121.446774,公寓,1.60元/平米/月,50000m²,471户,2002年,118,2.2,52%(高),上海城开（集团）有限公司,上海城开集团有限公司
5587,红旗教师公寓,https://shanghai.anjuke.com/community/view/2179,31.197548,121.45614,公寓,1.80元/平米/月,23620m²,540户,2003年,60,3.5,35%(一般),上海立大房地产开发有限公司,上海高建物业有限公司
5588,金塘小区,https://shanghai.anjuke.com/community/view/1974,31.154505,121.432803,公寓,0.60元/平米/月,暂无数据,560户,1998年,150,1.8,35%(一般),上海县房地产总公司, 上海中房物业管理有限公司 
5589,日晖新城,https://shanghai.anjuke.com/community/view/1938,31.20167,121.472296,公寓,1.55元/平米/月,20000m²,700户,2004年,300,3.2,30%(一般),上海徐房（集团）有限公司,上海高建物业管理有限公司
5590,中山新村,https://shanghai.anjuke.com/community/view/1897,31.204739,121.46172,公寓,1.50元/平米/月,暂无数据,暂无数据,1982年,只有地上估计只有100个不到 ,暂无数据,30%(一般),暂无数据,上海一商物业管理有限公司
5591,金色港湾公寓,https://shanghai.anjuke.com/community/view/1858,31.205161,121.46748999999998,公寓,1.75元/平米/月,100000m²,672户,2001年,158,2.3,40%(高),上海弘晟置业有限公司,上海良宇物业管理有限公司
5592,瑞金南苑,https://shanghai.anjuke.com/community/view/1759,31.205638,121.473757,公寓,1.70元/平米/月,120000m²,400户,2000年,178,3.5,40%(高),上海工房实业有限公司,上海众家物业有限公司 
5593,爱建城,https://shanghai.anjuke.com/community/view/1725,31.194474,121.45336,公寓,3.00元/平米/月,175650m²,暂无数据,1997年,200,4,30%(一般),上海爱建股份有限公司,上海菱建物业管理有限公司
5594,凯翔小区,https://shanghai.anjuke.com/community/view/1630,31.17617000000001,121.44555,公寓,1.20元/平米/月,98000m²,1260户,1990年,139,暂无数据,33%(一般),暂无数据,上海申大物业有限公司
5595,康健星辰,https://shanghai.anjuke.com/community/view/1504,31.159896000000003,121.425135,公寓,2.30元/平米/月,27000m²,600户,2000年,180,1.5,45%(高),上海城开（集团）有限公司,上海城开集团物业管理有限公司
5596,爱建园,https://shanghai.anjuke.com/community/view/1500,31.181223,121.439348,公寓,2.20元/平米/月,100000m²,2350户,2005年,3：1,2,40%(高),上海爱建股份有限公司,上海爱建物业管理有限公司
5597,中海馨园,https://shanghai.anjuke.com/community/view/1416,31.168025,121.435674,公寓,2.50元/平米/月,156783m²,1110户,2002年,423,2.8,40%(高),中海发展（上海）有限公司,中海物业管理（上海）有限公司
5598,丝庐花语,https://shanghai.anjuke.com/community/view/1350,31.200968,121.472983,公寓,1.75元/平米/月,123600m²,878户,2003年,500,暂无数据,41%(高),上海徐房（集团）有限公司,上海现代金晨物业管理有限公司
5599,航天公寓,https://shanghai.anjuke.com/community/view/1026111,31.186263,121.417397,公寓,1.75元/平米/月,暂无数据,暂无数据,1999年,暂无数据,2,暂无数据,上海永联房地产有限公司,上海高建物业管理有限公司
5600,华利公寓,https://shanghai.anjuke.com/community/view/1026063,31.186409,121.421392,公寓,1.60元/平米/月,暂无数据,暂无数据,1997年,暂无数据,3.5,32%(一般),上海通翼开发有限公司,上海通翼物业有限公司
5601,金祥苑,https://shanghai.anjuke.com/community/view/1026036,31.18604,121.425841,公寓,1.50元/平米/月,暂无数据,暂无数据,2006年,暂无数据,1.9,31%(一般),上海中祥（集团）有限公司,上海祥茂物业管理有限公司
5602,龙山新村,https://shanghai.anjuke.com/community/view/1025966,31.18948300000001,121.453867,公寓,0.45元/平米/月,暂无数据,暂无数据,1999年,暂无数据,2,35%(一般),上海上房置业中心有限公司,上海高建物业有限公司
5603,康乐小区,https://shanghai.anjuke.com/community/view/990435,31.165964,121.431793,公寓,0.80元/平米/月,暂无数据,暂无数据,1993年,暂无数据,1.36,35%(一般),康乐地产,上海徐房物业有限公司
5604,南丹小区,https://shanghai.anjuke.com/community/view/990151,31.197509000000004,121.43671299999998,公寓,0.60元/平米/月,暂无数据,暂无数据,1992年,暂无数据,1.1,15%(低),上海南丹房地产开发公司,上海熙宏物业
5605,永兆豪庭(西区),https://shanghai.anjuke.com/community/view/870670,31.179654,121.401516,公寓,1.90元/平米/月,暂无数据,暂无数据,2008年,300,2.5,30%(一般),上海永兆房地产有限公司,上海实开物业管理有限公司
5606,梧桐花园B座,https://shanghai.anjuke.com/community/view/820895,31.21188900000001,121.467078,公寓,2.20元/平米/月,暂无数据,暂无数据,1999年,暂无数据,暂无数据,25%(一般),上海金马城市建设有限公司,上海陆家嘴物业管理有限公司
5607,名人花苑(西区),https://shanghai.anjuke.com/community/view/820506,31.121362,121.45866399999998,公寓,1.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,35%(一般),上海欣高实业有限公司,上海现代金晨物业管理有限公司
5608,南丹路128弄小区,https://shanghai.anjuke.com/community/view/817891,31.195394,121.439003,公寓,0.76元/平米/月,暂无数据,暂无数据,1997年,暂无数据,1.7,30%(一般),海上房置业中心有限公司,工联物业
5609,名仕苑,https://shanghai.anjuke.com/community/view/817483,31.2029,121.44118,公寓,8.00元/平米/月,暂无数据,暂无数据,1999年,暂无数据,2,30%(一般),上海新中汇房地产有限公司,上海启胜物业管理服务有限公司
5610,凌云壹街坊,https://shanghai.anjuke.com/community/view/610706,31.140987,121.432098,公寓,0.60元/平米/月,49769m²,90户,2014年,167,2,30%(一般),上海城宇滨江置业有限公司,上海御华物业管理有限公司
5611,华强公寓,https://shanghai.anjuke.com/community/view/609812,31.209507,121.45237,公寓,0.50元/平米/月,35821m²,204户,1993年,10个,1.8,暂无数据,国家,上海高建物业有限管理公司
5612,凯迪虹桥晶舍,https://shanghai.anjuke.com/community/view/576819,31.187275,121.420444,公寓,2.03元/平米/月,16711m²,182户,2013年,126,暂无数据,40%(高),上海华利置业有限公司,上海久远物业有限公司
5613,橡胶大楼,https://shanghai.anjuke.com/community/view/564132,31.203308000000003,121.451899,公寓,1.20元/平米/月,9500m²,暂无数据,2015年,100个,暂无数据,25%(一般),暂无数据,上海高建物业管理有限公司
5614,黄石路169弄小区,https://shanghai.anjuke.com/community/view/505623,31.164152,121.463266,公寓,暂无数据,暂无数据,暂无数据,1995年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
5615,华沁家园,https://shanghai.anjuke.com/community/view/373272,31.144401,121.456477,公寓,2.30元/平米/月,9854m²,2352户,2011年,地上停车位,暂无数据,35%(一般),上海汇成房产经营有限公司,上海汇成物业管理有限公司
5616,八五嘉苑,https://shanghai.anjuke.com/community/view/309075,31.1723,121.441193,公寓,1.25元/平米/月,35000m²,390户,2005年,150,2.5,35%(一般),上海建工集团,暂无数据
5617,中汇花园,https://shanghai.anjuke.com/community/view/233827,31.211974,121.448756,公寓,5.00元/平米/月,暂无数据,暂无数据,1999年,暂无数据,暂无数据,暂无数据,上海诚致置业有限公司,上海和诚物业管理有限公司
5618,华泾绿苑,https://shanghai.anjuke.com/community/view/168012,31.120108,121.464411,公寓,1.50元/平米/月,71940m²,490户,2004年,80,暂无数据,30%(一般),上海龙华房地产有限公司,上海尚物博物业有限公司
5619,茂龄别墅,https://shanghai.anjuke.com/community/view/130390,31.206781,121.45381100000002,别墅,0.80元/平米/月,暂无数据,暂无数据,1986年,暂无数据,暂无数据,35%(一般),上海永平置业有限公司,上海徐房物业有限公司
5620,丽锦小区,https://shanghai.anjuke.com/community/view/82307,31.184021,121.425463,公寓,0.60元/平米/月,暂无数据,暂无数据,1995年,暂无数据,2.5,20%(一般),暂无数据,业主自管
