,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
710,紫竹轩,https://shanghai.anjuke.com/community/view/1025699,31.190508,121.55718600000002,公寓,0.90元/平米/月,暂无数据,暂无数据,2001年,暂无数据,1.2,35%(一般),上海建工集团,上海建工物业管理有限公司
711,朱家门小区,https://shanghai.anjuke.com/community/view/1025695,31.282695,121.589,公寓,0.60元/平米/月,暂无数据,暂无数据,1995年,暂无数据,2,35%(一般),上海嘉屯房地产开发经营有限公司上海嘉屯房地产开发经营有限公司,高化物业管理公司
712,美仑新村,https://shanghai.anjuke.com/community/view/1015208,30.97296,121.823606,公寓,0.40元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无
713,万祥馨苑,https://shanghai.anjuke.com/community/view/1015207,30.97296,121.823606,公寓,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海万和房地产有限公司,浦江物业
714,陈家宅小区,https://shanghai.anjuke.com/community/view/1006705,31.227390000000003,121.522382,公寓,1.38元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,暂无数据,暂无数据,中意物业
715,上南八村,https://shanghai.anjuke.com/community/view/1006548,31.178213,121.507799,公寓,0.80元/平米/月,暂无数据,暂无数据,1984年,暂无数据,2,20%(一般),上南开发集团,上海上南物业有限公司
716,海汇听涛苑,https://shanghai.anjuke.com/community/view/996311,30.867966,121.864163,公寓,暂无数据,暂无数据,暂无数据,2016年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
717,万科翡翠公园(商住楼),https://shanghai.anjuke.com/community/view/993184,31.184441,121.615401,公寓,5.80元/平米/月,暂无数据,暂无数据,2017年,暂无数据,2.88,35%(一般),上海万科房地产有限公司,上海万科物业有限公司
718,黄山二村,https://shanghai.anjuke.com/community/view/990458,31.259653000000004,121.575246,公寓,0.80元/平米/月,暂无数据,暂无数据,2005年,暂无数据,1.2,暂无数据,上海建工集团,上海黄山物业管理有限公司
719,荷五小区,https://shanghai.anjuke.com/community/view/990445,31.268445,121.605681,公寓,0.25元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.3,35%(一般),金巷开发商,绿芳物业
720,荷三小区,https://shanghai.anjuke.com/community/view/990444,31.271338,121.603472,公寓,0.80元/平米/月,暂无数据,暂无数据,1999年,暂无数据,1.3,35%(一般),金巷投资开发有限公司,绿芳物业上海金临物业有限公司
721,金桥新村一街坊,https://shanghai.anjuke.com/community/view/990427,31.272435,121.607193,公寓,0.45元/平米/月,暂无数据,暂无数据,1997年,暂无数据,1.3,35%(一般),上海浦龙集团,上海畅苑物业管理有限公司
722,罗山一村,https://shanghai.anjuke.com/community/view/990417,31.260942,121.563457,公寓,0.60元/平米/月,暂无数据,暂无数据,1997年,暂无数据,2.9,12%(低),上海建工集团,上海通昌物业有限公司
723,罗山二村,https://shanghai.anjuke.com/community/view/990415,31.259508,121.563501,公寓,0.50元/平米/月,暂无数据,暂无数据,1993年,暂无数据,1.4,25%(一般),上海高桥石化有限公司,上海通昌物业有限公司
724,南新六村,https://shanghai.anjuke.com/community/view/990389,31.177665,121.544863,公寓,0.85元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.2,暂无数据,浦东发展有限公司,田丰物业管理有限公司
725,上钢二村,https://shanghai.anjuke.com/community/view/990367,31.181773,121.500478,公寓,0.80元/平米/月,暂无数据,暂无数据,1994年,暂无数据,1.8,27%(一般),上海三林房地产开发经营有限公司,上海上南物业有限公司
726,羽北小区,https://shanghai.anjuke.com/community/view/990329,31.241836,121.552233,公寓,1.20元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.8,暂无数据,上海中星集团有限公司,上海新城物业有限公司
727,由由六村,https://shanghai.anjuke.com/community/view/990327,31.196048,121.535159,公寓,0.70元/平米/月,暂无数据,暂无数据,2000年,暂无数据,2,暂无数据,上海由由房地产开发有限公司,上海由由物业管理有限公司
728,银凤小区,https://shanghai.anjuke.com/community/view/990322,31.195833,121.693264,公寓,0.35元/平米/月,暂无数据,暂无数据,1997年,暂无数据,2.5,暂无数据,暂无数据,业主自管
729,八方大厦,https://shanghai.anjuke.com/community/view/990284,31.241079,121.545353,公寓,1.00元/平米/月,暂无数据,暂无数据,1999年,暂无数据,暂无数据,暂无数据,暂无数据,潍坊物业
730,艾南小区,https://shanghai.anjuke.com/community/view/990280,31.17543400000001,121.537094,公寓,0.90元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.6,25%(一般),上海建工集团,上海建工物业管理有限公司
731,陈家宅小区,https://shanghai.anjuke.com/community/view/990263,31.273607,121.578796,公寓,1.60元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,46%(高),大华集团,上海中意物业管理有限公司
732,昌七小区,https://shanghai.anjuke.com/community/view/990260,31.180435,121.524126,公寓,0.30元/平米/月,暂无数据,暂无数据,1998年,暂无数据,2,28%(一般),上南众开开发集团,上海三凌物业管理有限公司
733,东陆新村七街坊,https://shanghai.anjuke.com/community/view/990243,31.281602000000003,121.606928,公寓,0.90元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.83,35%(一般),上海城投置业管理有限公司,上海欣城物业管理有限公司
734,东陆新村二街坊,https://shanghai.anjuke.com/community/view/990241,31.27931400000001,121.605918,公寓,0.50元/平米/月,暂无数据,暂无数据,1995年,暂无数据,暂无数据,暂无数据,上海建工集团,上海欣城物业管理有限公司
735,公元三村,https://shanghai.anjuke.com/community/view/990225,31.128233,121.57936399999998,公寓,0.40元/平米/月,暂无数据,暂无数据,2011年,暂无数据,1.38,42%(高),上海周康房地产有限公司,上海南汇周房物业管理有限公
736,富特五村,https://shanghai.anjuke.com/community/view/990221,31.34533900000001,121.592298,公寓,0.80元/平米/月,暂无数据,暂无数据,1993年,暂无数据,1.4,暂无数据,上海建工集团,上海建工物业管理有限公司
737,富特三村,https://shanghai.anjuke.com/community/view/990219,31.3401,121.595285,公寓,0.75元/平米/月,暂无数据,暂无数据,1994年,暂无数据,2,35%(一般),上海建工集团,上海建工物业管理有限公司
738,建业新村,https://shanghai.anjuke.com/community/view/990214,31.196544,121.528872,公寓,0.85元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.3,暂无数据,浦东房地产开发公司,振南物业
739,金杨新村五街坊,https://shanghai.anjuke.com/community/view/990186,31.25202100000001,121.583529,公寓,0.30元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.3,暂无数据,上海锦和投资集团有限公司,上海陆家嘴物业管理有限公司
740,金杨新村三街坊,https://shanghai.anjuke.com/community/view/990183,31.25601,121.583771,公寓,0.30元/平米/月,暂无数据,暂无数据,1993年,暂无数据,1.6,暂无数据,上海锦和投资集团有限公司,上海陆家嘴物业管理有限公司
741,金杨新村八街坊,https://shanghai.anjuke.com/community/view/990182,31.250489,121.589443,公寓,1.00元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,暂无数据,上海建工公司,上海陆家嘴双乐物业管理有限公司
742,金顺小区,https://shanghai.anjuke.com/community/view/990179,31.188707,121.543224,公寓,0.60元/平米/月,暂无数据,暂无数据,1992年,暂无数据,暂无数据,暂无数据,上海由由物业管理有限公司,上海田丰物业有限公司
743,金浦小区,https://shanghai.anjuke.com/community/view/990178,31.217516,121.531447,公寓,0.85元/平米/月,暂无数据,暂无数据,1995年,暂无数据,2.3,18%(低),金浦房地产开发有限责任公司,金浦物业
744,罗山四村,https://shanghai.anjuke.com/community/view/990174,31.255440000000004,121.566221,公寓,0.40元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.6,12%(低),上海建工集团,上海通昌物业管理有限公司
745,罗山七村,https://shanghai.anjuke.com/community/view/990173,31.258589,121.571126,公寓,0.31元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.2,36%(一般),上海建工集团,上海通昌物业管理有限公司
746,临沂七村,https://shanghai.anjuke.com/community/view/990166,31.200371,121.523263,公寓,0.45元/平米/月,暂无数据,暂无数据,1990年,暂无数据,2,暂无数据,上海建工集团,上海振南物业管理有限公司
747,培花七村,https://shanghai.anjuke.com/community/view/990154,31.197094,121.563296,公寓,0.60元/平米/月,暂无数据,暂无数据,1997年,暂无数据,1.4,暂无数据,上海众开房地产有限公司,众开物业管理有限公司
748,南新四村,https://shanghai.anjuke.com/community/view/990152,31.178944,121.547203,公寓,0.60元/平米/月,暂无数据,暂无数据,1997年,暂无数据,1.2,暂无数据,上海建工集团,上海永业物业企业管理有限公司
749,齐二小区,https://shanghai.anjuke.com/community/view/990119,31.189078,121.518685,公寓,1.95元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.8,暂无数据,上南众开开发集团,上海三凌物业管理有限公司
750,天池二村,https://shanghai.anjuke.com/community/view/990110,31.190889,121.550427,公寓,0.30元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.4,38%(一般),北蔡房地产开发有限公司,上海吉松物业管理中心
751,寿一小区,https://shanghai.anjuke.com/community/view/990100,31.278974,121.58984,公寓,0.50元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.8,暂无数据,上海建工集团,上海建工物业管理有限公司
752,西镇小区,https://shanghai.anjuke.com/community/view/990091,31.248157,121.557012,公寓,1.60元/平米/月,暂无数据,暂无数据,1991年,暂无数据,1.68,暂无数据,上海建工集团,上海东方物业有限公司
753,潍坊十村一小区,https://shanghai.anjuke.com/community/view/990083,31.230898,121.531213,公寓,0.45元/平米/月,暂无数据,暂无数据,1986年,暂无数据,暂无数据,暂无数据,上海建工集团有限公司,上海浦东新区潍坊物业
754,由由七村,https://shanghai.anjuke.com/community/view/990046,31.194817,121.533456,公寓,0.60元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.5,25%(一般),上海由由房地产开发有限公司,上海由由物业管理有限公司
755,由由二村,https://shanghai.anjuke.com/community/view/990045,31.19751,121.53477,公寓,0.70元/平米/月,暂无数据,暂无数据,1998年,暂无数据,2,暂无数据,上海由由开发有限公司,上海由由物业管理有限公司
756,杨园一村,https://shanghai.anjuke.com/community/view/990038,31.323436,121.635078,公寓,0.40元/平米/月,暂无数据,暂无数据,2009年,暂无数据,2,35%(一般),新金东杨盛开发公司,新园物业有限责任公司
757,潼港西八村,https://shanghai.anjuke.com/community/view/990033,31.355541,121.576368,公寓,0.35元/平米/月,暂无数据,暂无数据,1994年,暂无数据,2,35%(一般),上海潼港置业有限公司,高博物业管理有限公司
758,潍坊九村,https://shanghai.anjuke.com/community/view/952018,31.227754,121.532836,公寓,0.45元/平米/月,暂无数据,暂无数据,1986年,暂无数据,2.8,13%(低),上海建工集团有限公司,上海潍坊物业公司
759,碧云壹零,https://shanghai.anjuke.com/community/view/944553,30.909195,121.90611,公寓,2.98元/平米/月,暂无数据,暂无数据,2018年,暂无数据,2.65,35%(一般),上海金桥出口加工区房产发展有限公司,上海上房物业管理有限公司
760,世茂湖滨花园(别墅),https://shanghai.anjuke.com/community/view/944209,31.2363,121.582922,别墅,4.20元/平米/月,暂无数据,暂无数据,2004年,暂无数据,1.5,40%(高),上海世茂建设有限公司,戴德梁行房地产咨询(上海)有限公司
761,东靖苑,https://shanghai.anjuke.com/community/view/907978,31.29848,121.585115,公寓,0.60元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,高航物业
762,汇福家园平安里(南区),https://shanghai.anjuke.com/community/view/907973,31.10575900000001,121.611806,公寓,0.70元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,无
763,浦沁苑,https://shanghai.anjuke.com/community/view/907971,31.281387,121.60341,公寓,1.45元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海证大物业管理有限公司
764,南郊花园(北区),https://shanghai.anjuke.com/community/view/907970,31.117107,121.577265,公寓,0.55元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海汇裕置业有限公司,吴川物业
765,绿洲康城亲水湾,https://shanghai.anjuke.com/community/view/907876,31.155823,121.585852,公寓,1.77元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海振龙房地产有限公司,茂兴物业
766,高东新村,https://shanghai.anjuke.com/community/view/907868,31.33984,121.620551,公寓,0.25元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,新园物业
767,新芦苑,https://shanghai.anjuke.com/community/view/907847,30.87963400000001,121.855888,公寓,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无
768,碧桂园浦东星作(公寓),https://shanghai.anjuke.com/community/view/877617,30.913132,121.811749,公寓,3.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.6,35%(一般),上海碧桂园物业发展有限公司,广东碧桂园物业管理有限公司
769,张江国际豪庭,https://shanghai.anjuke.com/community/view/877185,31.218162,121.654436,公寓,2.20元/平米/月,暂无数据,暂无数据,2011年,暂无数据,1.5,40%(高),上海华飞投资集团有限公司,上海唐镇华飞房地产有限公司
770,翔川家园(北区),https://shanghai.anjuke.com/community/view/877157,31.190843,121.702203,公寓,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海贝越实业有相似,上海佳龙物业
771,兴东佳苑(二期),https://shanghai.anjuke.com/community/view/877153,31.062544,121.764336,公寓,0.60元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,无
772,民乐城惠康苑,https://shanghai.anjuke.com/community/view/877149,31.074066,121.743622,公寓,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海民乐物业有限公司
773,绿洲康城亲水湾,https://shanghai.anjuke.com/community/view/877147,31.156526,121.581233,公寓,1.77元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海振龙房地产有限公司,茂兴物业
774,菱翔苑(二期),https://shanghai.anjuke.com/community/view/877142,31.119368,121.576885,公寓,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海领朝置业有限公司,上海澎骏物业管理有限公司
775,碧云左岸二期,https://shanghai.anjuke.com/community/view/877130,31.293335,121.629631,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
776,光鸿苑,https://shanghai.anjuke.com/community/view/877122,31.206088,121.522573,公寓,1.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海光鸿房地产有限公司,上海光鸿物业管理有限公司
777,鹤沙航城航武嘉园(东区),https://shanghai.anjuke.com/community/view/877107,31.081475,121.602585,公寓,1.08元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,沪武房地产有限公司,武房地产有限公司
778,日月光水岸新郡,https://shanghai.anjuke.com/community/view/877071,31.217825,121.630749,公寓,2.10元/平米/月,暂无数据,暂无数据,2015年,暂无数据,暂无数据,暂无数据,暂无数据,上海新张江物业
779,巨峰家苑(公寓),https://shanghai.anjuke.com/community/view/877066,31.284203,121.60908899999998,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,四安物业公司
780,汇福家园平安里(北区),https://shanghai.anjuke.com/community/view/877051,31.107268,121.611651,公寓,0.70元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
781,陆家嘴锦绣里,https://shanghai.anjuke.com/community/view/875454,31.184599,121.555355,公寓,2.85元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海陆家嘴欢乐物业有限公司
782,保集澜湾(公寓),https://shanghai.anjuke.com/community/view/875452,31.246145,121.68203,公寓,3.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海保集物业管理有限公司
783,金融家,https://shanghai.anjuke.com/community/view/875446,31.245742,121.677603,公寓,3.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.2,40%(高),上海鑫达置业有限公司,上海上实物业管理有限公司
784,欣杨景苑,https://shanghai.anjuke.com/community/view/875445,31.318892,121.640834,公寓,1.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,住安物业
785,浦发罗兰翡丽,https://shanghai.anjuke.com/community/view/875441,31.232574,121.67999,公寓,2.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.7,35%(一般),上海浦东发展置业有限公司,上海富宁物业有限公司
786,朗诗里程,https://shanghai.anjuke.com/community/view/874310,30.871978,121.857933,公寓,1.90元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海朗信房地产开发有限公司,朗诗物业有限公司
787,天和湖滨家园(别墅),https://shanghai.anjuke.com/community/view/873629,31.185479,121.760224,别墅,3.20元/平米/月,暂无数据,暂无数据,2009年,暂无数据,1.2,40%(高),上海丞泰房地产开发有限公司,上海浦东东龙物业
788,牡丹路186弄小区,https://shanghai.anjuke.com/community/view/869744,31.212206,121.552723,公寓,0.35元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.6,25%(一般),上海花木开发有限公司,上海浦东新区花木物业公司
789,紫叶花园,https://shanghai.anjuke.com/community/view/866886,31.18945200000001,121.556846,公寓,0.80元/平米/月,暂无数据,暂无数据,1997年,暂无数据,暂无数据,暂无数据,上海建工集团,上海开伦物业管理有限公司
790,中星莱阳公寓,https://shanghai.anjuke.com/community/view/866880,31.280579,121.589862,公寓,1.50元/平米/月,暂无数据,暂无数据,2000年,暂无数据,暂无数据,35%(一般),上海中星集团有限公司,上海浦东房地产集团物业管理有限公司
791,中芯花园(东区公寓),https://shanghai.anjuke.com/community/view/866876,31.22171,121.62823799999998,公寓,0.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,中芯集团,中芯物业
792,怡东花园(公寓),https://shanghai.anjuke.com/community/view/866843,31.209196,121.532901,公寓,2.40元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.7,45%(高),上海怡东建设发展有限公司,新加坡宏腾物业管理有限公司
793,申云小区,https://shanghai.anjuke.com/community/view/866773,31.179974,121.756397,公寓,0.80元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.5,30%(一般),惠房置业有限公司,上海南汇惠房物业管理有限公司
794,瑞浦嘉苑(西区),https://shanghai.anjuke.com/community/view/866748,31.092808,121.59289,公寓,1.15元/平米/月,暂无数据,暂无数据,2012年,暂无数据,暂无数据,暂无数据,上海众轩置业有限公司,无
795,陆家嘴滨江公馆,https://shanghai.anjuke.com/community/view/866664,31.250688,121.548787,公寓,4.00元/平米/月,暂无数据,暂无数据,2015年,暂无数据,2,35%(一般),上海中星集团有限公司,东升物业
796,胶东路533弄小区,https://shanghai.anjuke.com/community/view/866595,31.26499,121.605871,公寓,1.20元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.3,30%(一般),申龙集团,上海振南物业有限公司
797,金葵佳苑,https://shanghai.anjuke.com/community/view/866581,31.245919,121.641902,公寓,1.25元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.7,45%(高),暂无数据,金葵物业管理有限公司
798,海德苑,https://shanghai.anjuke.com/community/view/866522,31.255319,121.569833,公寓,1.25元/平米/月,暂无数据,暂无数据,2006年,暂无数据,2,40%(高),上海中星(集团)有限公司,上海仁信物业管理有限公司
799,高桥二村,https://shanghai.anjuke.com/community/view/866505,31.351847,121.583263,公寓,0.35元/平米/月,暂无数据,暂无数据,1981年,暂无数据,2,25%(一般),上海市高桥置业,上海市高桥物业发展有限公司
800,高科西路3060弄小区,https://shanghai.anjuke.com/community/view/866504,31.195999,121.569862,公寓,暂无数据,暂无数据,暂无数据,1998年,暂无数据,暂无数据,暂无数据,上海华佳实业有限公司,上海浦东新区北房物业公司
801,大华伊斐墅,https://shanghai.anjuke.com/community/view/866458,31.18226,121.531981,公寓,3.60元/平米/月,暂无数据,暂无数据,2011年,暂无数据,0.8,35%(一般),上海锦绣华城房地产开发有限公司,上海浦华物业管理有限公司
802,川虹新苑,https://shanghai.anjuke.com/community/view/866455,31.185544,121.719898,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
803,碧云别墅(南区),https://shanghai.anjuke.com/community/view/866440,31.24134500000001,121.595632,别墅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
804,金唐公寓,https://shanghai.anjuke.com/community/view/866431,31.208056,121.664736,公寓,1.20元/平米/月,暂无数据,暂无数据,2008年,暂无数据,1.2,35%(一般),上海市绿地集团置业有限公司,上海绿地物业服务有限公司
805,竹园商务公寓,https://shanghai.anjuke.com/community/view/866410,31.235377000000003,121.536039,公寓,1.50元/平米/月,暂无数据,暂无数据,1993年,暂无数据,1.8,45%(高),上海市第八房地产开发公司,潍坊物业
806,浦东大道140弄小区,https://shanghai.anjuke.com/community/view/866409,31.244041,121.52121499999998,公寓,0.50元/平米/月,暂无数据,暂无数据,1996年,暂无数据,2,30%(一般),上海梅都房地产开发有限公司,上房物业
807,城西二村,https://shanghai.anjuke.com/community/view/866407,31.203937,121.700585,公寓,0.80元/平米/月,暂无数据,暂无数据,2002年,暂无数据,1.2,30%(一般),暂无数据,新川物业有限公司
808,城林美苑(西区),https://shanghai.anjuke.com/community/view/863925,31.130783,121.509496,公寓,1.10元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,申华物业有限公司
809,万科翡翠公园,https://shanghai.anjuke.com/community/view/863462,31.185319,121.61569,公寓,5.80元/平米/月,暂无数据,暂无数据,2016年,暂无数据,2.88,35%(一般),上海万之江房地产开发有限公司,上海万科物业有限公司
810,华夏东路2895弄小区,https://shanghai.anjuke.com/community/view/862215,31.20839,121.715906,公寓,0.50元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,暂无数据,暂无数据,蔡路物业
811,汇众公寓,https://shanghai.anjuke.com/community/view/862214,31.194698,121.522865,公寓,0.70元/平米/月,暂无数据,暂无数据,2005年,暂无数据,1.2,35%(一般),上海众星房地产公司,上海市工联物业有限公司
812,崂山四村,https://shanghai.anjuke.com/community/view/862205,31.240821,121.52483,公寓,0.60元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.5,36%(一般),上海建工集团,上海洋泾物业
813,金浦小区,https://shanghai.anjuke.com/community/view/862204,31.240247,121.609053,公寓,0.40元/平米/月,暂无数据,暂无数据,1995年,暂无数据,暂无数据,40%(高),大华（集团）有限公司,欣盛物业管理有限公司
814,湾流域城(金地湾流域二期公寓),https://shanghai.anjuke.com/community/view/862196,31.154290000000003,121.525758,公寓,2.60元/平米/月,暂无数据,暂无数据,2009年,暂无数据,1.5,35%(一般),上海金地经久房地产发展有限公司,金地物业
815,玉兰香苑(一期B区),https://shanghai.anjuke.com/community/view/821337,31.206921,121.639933,公寓,0.45元/平米/月,暂无数据,暂无数据,2004年,暂无数据,暂无数据,暂无数据,暂无数据,上海张江物业管理有限公司
816,玉兰香苑(二期C区),https://shanghai.anjuke.com/community/view/821335,31.204563,121.633096,公寓,0.80元/平米/月,暂无数据,暂无数据,2006年,暂无数据,暂无数据,35%(一般),上海张江房地产有限公司,上海张江物业管理有限公司
817,玉兰香苑(二期B区),https://shanghai.anjuke.com/community/view/821334,31.201952,121.633612,公寓,0.45元/平米/月,暂无数据,暂无数据,2004年,暂无数据,暂无数据,35%(一般),上海张江房地产有限公司,上海张江物业管理有限公司
818,新华新村,https://shanghai.anjuke.com/community/view/821266,30.913247,121.798982,公寓,0.80元/平米/月,暂无数据,暂无数据,1998年,暂无数据,0.8,30%(一般),碧江实业有限公司,宝隆物业管理有限公司
819,耀华路220号小区,https://shanghai.anjuke.com/community/view/820932,31.181803,121.495399,公寓,0.63元/平米/月,暂无数据,暂无数据,1982年,暂无数据,1.4,20%(一般),暂无数据,暂无数据
820,杨镇路111弄小区,https://shanghai.anjuke.com/community/view/820920,31.223341,121.599152,公寓,0.50元/平米/月,暂无数据,暂无数据,1992年,暂无数据,1.5,26%(一般),上海龙锡置业有限公司,上海龙锡置业有限公司
821,旭辉雅苑,https://shanghai.anjuke.com/community/view/820621,31.250391,121.552331,公寓,1.98元/平米/月,暂无数据,暂无数据,2006年,暂无数据,2.1,40%(高),上海鑫辰置业发展有限公司,上海永升物业管理有限公司
822,中邦风雅颂,https://shanghai.anjuke.com/community/view/820579,31.234163,121.562077,公寓,0.30元/平米/月,暂无数据,暂无数据,2005年,暂无数据,2.3,58%(高),上海豪洲建设发展有限公司,上海联洋港力物业管理有限公司
823,星岛花苑,https://shanghai.anjuke.com/community/view/820288,31.274826,121.585127,公寓,0.80元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.8,28%(一般),暂无数据,申诚物业管理有限公司
824,金领国际(公寓),https://shanghai.anjuke.com/community/view/820267,31.260637,121.68543,公寓,2.10元/平米/月,暂无数据,暂无数据,2012年,暂无数据,1.5,35%(一般),上海天歌置业有限公司,暂无数据
825,新园新村,https://shanghai.anjuke.com/community/view/820175,31.321185,121.638486,公寓,0.40元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.4,30%(一般),曹杨物业有限公司,住安物业
826,汤臣湖庭花园一期,https://shanghai.anjuke.com/community/view/820129,31.21954,121.582191,别墅,6.00元/平米/月,暂无数据,暂无数据,2015年,暂无数据,0.5,50%(高),上海汤臣房地产开发有限公司,大峰物业(上海)有限公司
827,新芦苑A区,https://shanghai.anjuke.com/community/view/820012,30.882186,121.86141,公寓,0.80元/平米/月,暂无数据,暂无数据,2015年,暂无数据,2,30%(一般),暂无数据,无
828,新凌家园,https://shanghai.anjuke.com/community/view/820007,31.368981,121.548538,公寓,1.25元/平米/月,暂无数据,暂无数据,2016年,暂无数据,暂无数据,暂无数据,暂无数据,潼港物业
829,思凡花苑一街坊,https://shanghai.anjuke.com/community/view/819778,31.151043,121.75861,公寓,0.50元/平米/月,暂无数据,暂无数据,1997年,暂无数据,暂无数据,35%(一般),上海思凡房地产开发公司,上海浦东物业管理公司
830,绿洲康城亲水湾,https://shanghai.anjuke.com/community/view/819694,31.154611,121.58639,普通住宅,1.50元/平米/月,暂无数据,暂无数据,2010年,414,2,43%(高),上海振龙房地产有限公司,上海中远物业有限公司
831,绿地景汇佳苑,https://shanghai.anjuke.com/community/view/819605,31.11348,121.585686,公寓,2.20元/平米/月,暂无数据,暂无数据,2012年,暂无数据,1.8,35%(一般),上海绿地（集团）有限公司,上海欣周物业管理有限公司
832,绿波家园,https://shanghai.anjuke.com/community/view/819580,31.125041,121.507969,公寓,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海迎博房地产开发有限公司,上海浦东物业管理公司
833,陆家嘴金融城人才公寓西区,https://shanghai.anjuke.com/community/view/819530,31.20777,121.540242,公寓,2.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,陆家嘴物业
834,申城佳苑一期A块,https://shanghai.anjuke.com/community/view/819465,31.191699,121.645015,公寓,1.20元/平米/月,暂无数据,暂无数据,2015年,暂无数据,暂无数据,35%(一般),暂无数据,无
835,上浦路355弄小区,https://shanghai.anjuke.com/community/view/819410,31.152318,121.503224,公寓,0.40元/平米/月,暂无数据,暂无数据,1986年,暂无数据,1.3,20%(一般),大华（集团）有限公司,上海三凌物业管理公司
836,凌兆九村,https://shanghai.anjuke.com/community/view/819369,31.150925,121.502184,普通住宅,0.60元/平米/月,暂无数据,暂无数据,1988年,200,1.2,30%(一般),三林地产开发有限公司,上海三凌物业管理公司
