,address,long,lat,property_type,property_cost(Rmb/m^2/month),total_area(m2),number_of_units,year_built,parking_spots,volume_rate,green_rating(%),ratio
6585,华仁大厦,31.210851,121.45938799999999,0,0.8,30000,350,1998,150,25,30,0.8184219843458216
6588,汇成二村,31.152597999999998,121.441534,0,1.3,6521,1000,1995,56,18,25,0.006104690377450525
6589,平江大楼,31.206609000000004,121.46314,0,0.8,25423,258,1989,154,14,25,0.15364162566276124
6594,长春小区,31.190206,121.428583,0,1.8,6400,610,1993,280,18,35,0.1119206868768338
6597,大闻公寓,31.205712,121.466571,0,1.5,17788,160,2006,40,2,25,0.2747074807117414
6603,凯华公寓,31.188738,121.43816699999999,0,1.5,12000,300,1999,150,13,30,0.1828879472748874
6605,兴荣苑,31.137168,121.437946,0,0.7,8000,1068,1999,300,18,42,0.016168847692645108
6606,南馨公寓,31.19732,121.447548,0,2.4,19000,135,2002,64,4,36,0.31470848203507495
6607,嘉善公寓,31.213896000000002,121.46683700000001,0,1.6,18000,102,1999,44,32,30,0.5750496128912036
6611,徐汇公寓,31.167864,121.439051,0,1.5,48600,336,2004,182,28,40,0.14335381423739682
6612,舒乐公寓,31.137528000000003,121.44101299999998,0,0.6,7600,340,1996,155,29,30,-0.0714652766726761
6616,星秀苑,31.139871999999997,121.443634,0,0.6,13000,528,2003,67,14,32,0.13338348643418016
6619,兆丰虹桥公寓,31.189606,121.430049,0,0.8,14508,104,1999,44,166,33,0.18021065497295988
6626,花苑村玉兰园,31.150060999999997,121.41989099999999,0,0.89,4800,700,1989,180,197,30,-0.005997562575005408
6631,通汇公寓,31.194229999999997,121.44628,0,2.15,18000,140,2000,100,44,20,0.2982437847915012
6632,紫藤苑,31.156285999999998,121.41903799999999,0,1.2,58429,300,2000,138,198,30,0.3612209999858334
6633,长乐公寓,31.220665999999998,121.44844099999999,0,0.8,10476,84,1998,42,25,40,0.38449591332627087
6635,阳光新景,31.1425,121.43371299999998,0,0.6,40000,708,2001,135,14,38,0.2675123578986635
6636,鼎新大楼,31.209453999999997,121.46696599999999,0,4.0,8000,300,1997,150,4,20,-0.12623744671108175
6638,森陇家园,31.143159000000004,121.422032,0,1.98,20000,187,2006,75,25,35,0.15257108428670538
6639,金诚花园,31.189352000000003,121.43511299999999,0,1.9,26000,176,2006,80,25,50,0.20848548629663663
6641,嘉川公寓,31.145554999999998,121.43658799999999,0,0.8,13500,102,2006,18,21,25,-0.01586332146842819
6645,沪华公寓,31.17033300000001,121.439805,0,1.0,5000,134,1995,60,12,30,-0.03428611880865375
6647,平江路49弄小区,31.206506,121.46224699999999,0,0.6,11520,280,1992,56,19,30,0.3300709678949012
6649,爱中爱华公寓,31.19245,121.456112,0,1.6,2000,200,1997,60,22,30,0.04913267325637707
6651,福苑小区,31.181989,121.43223700000001,0,1.25,1800,201,1996,24,18,21,0.25157833120383294
6657,苑宏新村,31.149839,121.457806,0,0.8,6000,360,1995,80,12,35,0.2326796652025097
6661,徐汇御苑,31.199309000000003,121.460574,0,2.3,43761,98,2007,171,39,36,0.5665852925207323
6662,汇成宾阳苑,31.169659999999997,121.443284,0,1.5,11000,98,2004,50,17,35,0.21680659487742368
6663,东湖公寓,31.223694000000002,121.460404,0,1.85,7980,80,1999,60,2,20,0.8651831980981464
6664,上飞新村,31.179199,121.464579,0,0.5,5000,156,1998,80,2,35,0.04070500719899349
6666,上影新村,31.20723,121.467998,0,1.2,58600,500,1984,258,18,25,0.20400700983505762
6667,睿园,31.208049,121.455931,0,5.5,18689,36,1997,49,198,35,0.5508411661123197
6669,和平小区,31.13873,121.437031,0,0.8,15000,300,1998,150,133,26,-0.018254104761642104
6672,紫汇苑,31.200546999999997,121.475078,0,1.5,12000,100,1982,10,36,35,0.20930567924819954
6673,舒城苑,31.135963,121.44021399999998,0,0.6,47000,700,2002,150,16,30,0.16322360430793373
6675,芳草苑,31.178996,121.45093200000001,0,0.6,10736,95,2000,36,16,25,0.05915168248859512
6677,澳龙公寓,31.175185,121.44286799999999,0,3.6,136000,138,2003,65,2,30,0.16834965057048024
6679,汇成桂苑,31.205914,121.46503,0,1.0,60000,420,1999,200,219,45,0.41830533129102015
6683,樟树苑,31.155283,121.457526,0,0.45,30000,368,2000,80,15,37,-0.005306254731716568
6684,明辉苑,31.194463,121.434229,0,1.5,36000,300,2002,100,24,38,0.5730720172387717
6686,康馨家园,31.164833,121.432818,0,1.7,28866,386,1991,180,34,35,0.33515350898278423
6687,寿山坊,31.158619,121.42879599999999,0,1.3,2000,918,1989,90,18,25,0.038639796496376694
6689,巴洛克宫廷,31.20839,121.456819,0,6.5,13594,52,1998,46,36,35,0.5213385891834756
6847,复兴西路84弄小区,31.217609999999997,121.449278,0,0.8,6422,4522,1988,10,14,35,0.7459227388324856
6850,乐山八九村,31.201206,121.435905,0,0.8,30000,432,1991,50,25,20,0.333345476717452
6869,湖南路283弄小区,31.214684000000002,121.445136,0,1.0,11100,5,1980,5,14,60,2.0719950798349838
6877,青年汇公寓,31.161188,121.457295,0,0.6,4500,560,2002,110,16,35,0.4746240598360317
6878,宜山路12弄小区,31.19845,121.43770900000001,0,1.2,4500,120,2015,50,13,30,0.6344731704843348
6893,天馨苑,31.141752,121.43486000000001,0,0.8,47000,1200,1996,200,16,35,-0.08334211435670079
7001,云顶别墅,31.128978999999998,121.27831200000001,1,2.8,100000,143,2004,200,28,65,-0.521345125228213
7006,新凯城紫竹苑,31.115793,121.23674199999999,0,1.2,502000,520,2011,110,22,35,-0.4404714608017726
7007,新凯城玉兰苑,31.116404,121.24381899999999,0,1.5,86535,964,2012,79,36,27,-0.4364525647366308
7008,泗泾颐景园,31.128684000000003,121.273096,1,2.6,118000,470,2007,490,6,40,-0.37104379713694663
7013,世茂佘山里,31.102728999999997,121.181614,1,3.3,94000,348,2013,700,1,40,-0.4405563840819747
7015,荣盛名邸(公寓),31.101571000000003,121.343708,0,1.4,68000,558,2012,371,16,46,-0.4399337774325292
7018,欣德苑,31.068407,121.31958700000001,0,1.0,560000,426,2000,356,16,35,-0.5973570878887356
7037,中星富林名庭,31.067494,121.212944,0,0.8,124208,247,2013,537,8,33,-0.342895466267392
7040,新城家园,31.054445,121.187091,0,0.8,55945,1300,2009,550,12,40,-0.4342597733739817
7041,同润圣塔路斯,31.1125,121.25274099999999,1,4.6,520000,650,2006,250,3,46,-0.23769633083391606
7042,德邑小城(公寓),31.04598,121.19173700000002,0,1.55,78170,803,2009,478,8,36,-0.3500107553851521
7045,星辰园(公寓),31.056917,121.236921,0,1.0,184229,1650,2006,855,13,48,-0.3022957679747614
7047,文翔名苑(公寓),31.05229000000001,121.198528,0,1.7,260000,2000,2009,782,89,35,-0.39907425216491643
7048,南部阳光翠庭,31.04403,121.221248,0,1.35,200000,1320,2005,582,259,40,-0.40918973082248394
7065,青春驿站公寓,31.14143,121.32379399999999,0,2.2,29000,1800,2006,323,18,40,-0.18771677231002126
7070,佘山珑原,31.074648,121.20279599999999,1,3.6,100000,491,2015,125,8,35,-0.28568220164746916
7072,东鼎名人府邸,31.044,121.21450800000001,0,2.9,79251,658,2013,345,385,35,-0.3110768347715205
7073,长泰西郊别墅,31.096565000000002,121.29508200000001,1,6.0,360000,121,2015,11,38,39,-0.10950127019365337
7076,晨星小区,31.051016999999998,121.31751799999999,0,0.35,36800,460,2000,300,18,42,-0.6434281564470922
7077,九里亭花苑,31.142311,121.319658,0,0.6,26000,200,2005,200,18,25,-0.5791969011662841
7078,颐亭花园(公寓),31.154901000000002,121.302453,0,1.7,150000,1200,2010,800,1,46,-0.3621322726920952
7082,五洲云景花苑,31.156505,121.318848,0,1.55,160000,1000,2006,23,15,50,-0.34077321869170296
7084,世纪新城,31.047513000000002,121.21091799999999,0,0.85,69199,1500,2003,780,12,35,-0.4032473262756951
7103,首创锦悦,31.073408,121.22783799999999,0,2.98,120000,1071,2015,695,18,35,-0.35899500730697315
7106,上坤红树湾,31.067532,121.247254,0,3.7,42000,376,2016,544,15,35,-0.25581756932321836
7107,中海悦府(公寓),31.09362,121.30347900000001,0,1.5,50000,900,2016,500,101,35,-0.4944724616621456
7109,新上海弄里人家,31.138996000000002,121.342533,1,0.8,255000,155,2004,56,9,50,-0.37785023539452495
7378,新上海弄里人家,31.137534999999996,121.344823,0,0.8,255000,350,2004,200,93,50,-0.37785023539452495
7110,三湘四季花城玫瑰苑,31.05828,121.23619,0,1.5,40000,216,2006,400,165,40,-0.25416884490507496
7112,新凯城香樟苑,31.117971,121.238504,0,1.5,502000,980,2010,268,22,40,-0.4506059007566292
7115,米兰诺贵都(公寓),31.108819,121.23999199999999,0,1.5,171840,1370,2013,753,157,35,-0.32844196100632395
7117,嘉禾名邸,31.017534,121.23898999999999,0,0.9,35700,333,2012,166,14,35,-0.4691208110946761
7118,同润玫瑰芳苑(公寓),31.013324,121.322515,0,2.98,5412,405,2012,200,118,40,-0.496572586603278
7119,安琪花苑,31.046561999999998,121.24393300000001,0,1.4,68000,356,2009,226,14,38,-0.5133262918978042
7121,沿海丽水馨庭(别墅),31.082698999999998,121.333031,1,1.5,225000,450,2007,300,9,45,-0.2921233333777274
7122,绿地诺丁山(公寓),31.053006,121.19203799999998,0,1.8,119122,780,2010,138,9,36,-0.318974806266141
7125,上海紫园,31.093364,121.19856499999999,1,8.3,210000,268,2008,381,23,71,0.3276476920025821
7128,意境雅苑,31.091820000000002,121.341857,1,2.5,180000,300,2008,350,68,60,-0.23011609061725888
7130,龙祥公寓,31.10455,121.35861200000001,0,1.4,70000,470,2005,370,195,20,-0.4081725752936279
7132,百佳花园,31.103607,121.36416100000001,1,1.9,20123,330,1999,330,8,39,-0.3371538704036084
7133,沪亭苑,31.137753999999997,121.334148,0,0.45,19200,240,1999,60,19,30,-0.4135484531836479
7136,江南文化园,31.134032,121.34516399999998,1,1.8,1600,276,2002,300,7,65,-0.2709650944399174
7138,天宝恬苑,31.137263,121.33171599999999,0,0.49,58000,780,2000,180,13,23,-0.4070399951558223
7139,松云水苑(公寓),31.04994000000001,121.243725,0,1.35,170000,1200,2005,650,17,41,-0.4910178459882803
7140,紫东新苑,31.047364,121.215861,0,0.8,27,1700,2005,600,12,39,-0.4449617859203348
7141,海立华亭(公寓),31.028894,121.18948700000001,0,0.6,8000,521,2006,256,8,45,-0.4481940189413088
7171,吉宝佘山御庭,31.103662,121.201811,1,7.8,156000,217,2018,1,48,36,-0.15616031868693422
7188,佘山逸品苑,31.105915999999997,121.18166200000002,0,3.4,80000,319,2015,638,1,40,-0.42358415774598407
7196,古楼新苑,31.109636,121.26186399999999,0,1.2,2000,500,2013,200,149,47,-0.4485930459081398
7200,誉品谷水湾,31.063748999999998,121.231922,0,2.3,264438,1085,2014,11,16,40,-0.2077978020085979
7208,山语原墅,31.126593,121.256469,1,2.8,10,418,2009,500,61,40,-0.44905479179815483
7210,美善新天地,31.089024,121.263278,0,1.0,37000,556,2015,300,1,35,-0.7584261679213733
7217,东渡海派青城,31.072164,121.32311100000001,0,1.7,100000,1202,2008,950,193,36,-0.4281981830880179
7218,朗庭上郡苑(公寓),31.156245000000002,121.30192,0,1.72,49848,990,2010,909,86,45,-0.3862499429337931
7221,象屿名城,31.137697999999997,121.322841,0,1.85,8545,1509,2011,875,18,38,-0.3613214087898349
7225,绿波苑,31.11514600000001,121.280685,0,1.4,20000,246,2003,179,2,49,-0.4624690752301615
7230,三元公寓,31.13431,121.33221499999999,0,1.5,25000,272,2007,112,14,48,-0.3545506518144775
7231,沪亭小区,31.135783,121.333582,0,1.5,15000,321,1997,112,26,55,-0.5079508209735046
7232,茸平苑,31.042678000000002,121.25026299999999,0,0.8,45500,568,2011,159,2,48,-0.5724445969619785
7234,檀香花苑,31.047332,121.22121399999999,0,0.8,173000,1600,2003,700,76,50,-0.39932633291224606
7235,爱丽雅花苑,31.021687,121.263456,0,1.1,43200,540,2001,250,12,34,-0.5200974412730655
7236,明丰公寓,31.033212,121.235025,0,0.6,50000,560,2002,280,13,32,-0.4575757845569754
7237,丽茵别墅,31.128428000000003,121.295758,1,2.0,40000,263,2015,299,33,75,-0.4738283236533141
7239,万科白马花园(北区),31.08643,121.34593999999998,0,1.7,12376,732,2003,366,114,35,-0.24733515364553485
7240,开天公寓,31.131226,121.32945500000001,0,0.8,24500,396,2002,258,162,42,-0.5720706614989565
7242,四季草堂,31.065834999999996,121.31599399999999,1,1.8,11208,27,2015,2,27,40,-0.4881886364878958
7243,云间水庄,31.094465000000003,121.35466699999999,0,2.8,55000,213,2004,150,3,70,-0.10534795530888345
7244,兴日家园,31.014125,121.21327099999999,0,0.6,125000,968,2007,554,159,49,-0.47758365609047687
7245,摩卡小城开心公寓,31.150784,121.313578,0,1.55,180000,1352,2007,843,13,43,-0.3271902705250458
7247,安信湖畔天地,31.039702000000002,121.22099399999999,0,1.3,132000,784,2005,900,2,35,-0.43591960885370634
7248,紫金花园,31.131252000000003,121.335792,0,1.5,130000,931,2003,473,15,40,-0.39162226032534947
7249,依云郡,31.159794,121.32078899999999,0,2.2,100000,263,2008,292,7,40,-0.22765619240480028
7250,皇骐爱丽苑,31.043757,121.243629,0,1.2,60000,192,2005,180,72,50,-0.39362212247186007
7252,新上海花园洋房,31.141522,121.341017,1,2.8,8000,144,2002,263,32,40,-0.2531717561256293
7362,万业梦立方,31.131653999999997,121.26268999999999,0,1.5,57387,676,2016,476,16,35,-0.38383464308359283
7366,法兰西世家(公寓),31.096288,121.30201100000001,0,1.5,1130000,306,2016,100,101,38,-0.4462947451620191
7372,三盛松江颐景园(公寓),31.025681,121.198457,0,2.8,140000,904,2016,702,16,35,-0.34464130586974834
7373,信达蓝爵,31.066298,121.251053,0,2.8,2000,900,2015,800,25,35,-0.3020304500693327
7377,绿地凯旋宫(公寓),31.025778999999996,121.19599199999999,0,2.6,80000,465,2014,355,16,35,-0.3523894989991964
7406,新凯城丹桂苑,31.115726000000002,121.239029,0,1.2,200000,778,2011,300,16,35,-0.41434343621607495
7411,晶苑四季御庭(别墅),31.083019,121.34023799999999,1,3.2,126863,539,2005,540,59,46,-0.19134820893893592
7414,万科金色华亭,31.020993,121.19613799999999,0,3.0,130000,922,2008,891,16,35,-0.3473977701057312
7415,同济城市雅筑,31.019467,121.25383500000001,0,0.6,60000,858,2012,638,16,35,-0.43394503228466547
7416,海尚名都,31.021351,121.21233400000001,0,1.0,43424,782,2012,746,25,37,-0.401331407595688
7419,龙湖好望山(公寓),31.061534,121.23148700000002,0,3.6,220000,242,2012,242,16,37,-0.31985613295341336
7420,桃园坊,31.018578,121.238444,0,0.3,56000,236,1995,85,17,20,-0.560550888526873
7426,蓝天东区,31.021321,121.26606299999999,0,1.2,3000,200,2009,120,16,30,-0.5688878824739012
7429,雅鹿新苑(一区公寓),31.076054,121.322753,0,0.45,25600,1800,2004,150,12,30,-0.5563851675350604
7432,谷水苑,31.026623999999998,121.246647,0,0.5,40000,408,2008,306,12,35,-0.45485139093782695
7434,逸庭苑,31.042634000000003,121.19203600000002,0,1.35,86000,350,2010,305,15,44,-0.3557200861506358
7435,英郡别苑,31.038269,121.186996,1,1.9,54116,286,2010,286,79,40,-0.24329410137147925
7436,云间名门,31.009942,121.24256299999999,0,1.5,74605,614,2008,349,266,30,-0.436674029136985
7437,绿波景园,31.113698,121.27781999999999,0,1.4,130000,1108,2006,776,168,40,-0.4480430341662229
7438,上泰绅苑(公寓),31.043003000000002,121.193575,0,1.6,94050,600,2011,11,8,36,-0.36551118596299276
7441,明中龙祥家园,31.084923,121.352099,0,1.5,63840,797,2010,170,196,27,-0.37685974734971484
7442,恬润新苑,30.982258,121.17939199999999,0,0.8,243465,1704,2005,649,8,45,-0.7877775304308366
7447,沧盛苑,31.112301000000002,121.32205800000001,0,1.5,35000,520,2004,120,18,28,-0.5709621239048467
7454,绿洲苑,31.102179,121.35208,0,2.0,8000,84,2004,50,4,51,-0.43023426183373736
7455,华亭雅居,31.032656,121.20413700000002,1,2.0,28000,80,2005,100,38,50,-0.21823359222935176
7459,馨亭家苑(公寓),31.154662,121.31170900000001,0,1.55,165000,1136,2005,810,13,35,-0.32202717936401687
7460,华亭新家银杏苑,31.01853,121.199568,0,1.8,49600,620,2006,189,2,30,-0.40450157266623993
7461,华亭新苑,31.033134000000004,121.19167,0,1.6,91278,704,2008,300,8,40,-0.36331230962520444
7466,水岸华庭,31.038331,121.246599,1,1.2,21780,74,2000,100,9,39,-0.39298960543997
7469,阳光花园,31.103896000000002,121.347366,1,1.5,61000,523,2007,100,6,55,-0.3621424484513858
7470,润峰苑(公寓),31.029462,121.20021799999999,0,0.8,8545,1000,2005,380,8,40,-0.36728612005606415
7471,亭福小区,31.133371,121.33054399999999,0,0.8,36800,460,2002,200,18,25,-0.5028323895566041
7473,新乐雅苑,31.069109,121.318592,0,1.1,66800,606,2005,258,2,49,-0.565020159600626
7474,庄家苑,31.132953999999998,121.325112,0,0.35,38400,480,2001,240,18,35,-0.5123908770997426
7475,天安别墅,31.100147999999997,121.23935300000001,1,4.5,110000,106,2014,56,4,50,-0.3649918464959079
7476,龙悦小区一区,31.131179,121.318696,0,1.1,36800,460,2007,220,18,35,-0.5289534860152117
7477,泾东二村,31.088597999999998,121.281622,0,0.81,10000,150,2016,120,14,32,-0.6056381799084973
7478,三盛颐景园,31.12988,121.34713500000001,0,1.3,380000,978,2008,555,108,40,-0.39839273681236714
7479,雅仕居(公寓),31.100514,121.36388799999999,0,1.93,120000,560,2001,143,16,50,-0.24577560324297817
7485,松江环城新村,31.009387,121.262048,0,0.5,126000,186,1992,156,21,40,-0.49654677260459695
7486,良隆园,31.13462100000001,121.33643799999999,0,0.45,46400,580,2000,84,2,29,-0.4248888232942744
7488,绿洲华庭苑(公寓),31.038119000000002,121.225329,0,1.15,127000,533,2003,533,115,36,-0.41486423558329205
7492,江中公寓,31.033326000000002,121.232712,0,0.8,75000,465,2000,250,18,35,-0.42315380464504854
7493,松乐苑,31.021340999999996,121.22373300000001,0,0.4,28800,360,2004,320,18,35,-0.47765921461697675
7494,方舟园三村,31.023976,121.24391200000001,0,1.0,40000,408,1999,120,2,35,-0.47158125839187465
7498,南九峰小区,31.02181,121.23513799999999,0,0.5,75,1200,1996,210,19,35,-0.42478520320130225
7499,同润家园,31.097423,121.36608600000001,1,1.4,230000,986,1996,11,5,65,-0.18873250355382978
7500,夏州花园,31.138091999999997,121.31578999999999,1,2.8,31000,128,2003,156,5,52,-0.31132108190358443
7501,国亭花苑(南区),31.135654,121.33868600000001,0,0.5,8000,653,2003,94,12,53,-0.4139793175498864
7502,悦景苑,31.131695,121.335637,0,1.2,50000,567,2002,605,111,32,-0.5127564275134381
7505,龙珠花苑英国会,31.136618,121.31326100000001,1,2.5,80000,265,2004,300,69,55,-0.5385219755816372
7506,云润家园,31.135451,121.32553,0,0.75,220000,538,2006,285,169,35,-0.41497900008476446
7507,西南名苑(公寓),31.123101000000002,121.274091,0,0.8,160000,800,2009,400,11,45,-0.37997668078863184
7508,文景苑,31.046457,121.240357,0,1.4,110000,563,2007,320,16,35,-0.3290010090338109
7511,御泓苑,31.152226000000002,121.30559099999999,1,3.0,48000,173,2009,372,65,38,-0.22380185337644146
7512,紫都上海晶园,31.11432000000001,121.19971000000001,1,8.5,15600,65,2015,23,2,58,0.2635130275578475
7513,复地翠堤苑,31.048068,121.186423,1,1.6,100775,300,2006,208,9,37,-0.42178897007955296
7514,蓝色剑桥,31.046224,121.194353,0,2.0,70000,270,2006,11,5,46,-0.21994812820105433
7515,月亮河碧园(公寓),31.039240000000003,121.195801,0,1.15,74500,460,2005,584,63,51,-0.36727332100310867
7516,原野花园,31.032725,121.19651299999998,1,2.1,82000,338,2006,13,7,51,-0.2136121758268815
7517,欣绿名苑,31.087569000000002,121.360178,1,1.9,167000,465,2000,256,6,42,-0.24491899995538083
7518,晶苑四季御庭(公寓),31.08396500000001,121.343503,0,3.2,120000,539,2011,11,42,45,-0.30071938669843856
7520,亚龙华泽新苑,31.067496000000002,121.323599,0,1.3,70000,874,2007,262,28,35,-0.47519962126915366
7521,大江苑,31.033725,121.24938999999999,0,0.8,220000,1000,2006,782,15,40,-0.4620382297281638
7522,新理想花园,31.023163,121.20466200000001,0,1.35,255000,2635,2013,840,18,40,-0.4056344517707806
7523,海德名园(公寓),31.032662,121.20575500000001,0,2.5,17500,1025,2005,612,8,55,-0.3932928989023174
7525,枫桥丽舍瀛华苑,31.130373,121.330274,0,1.45,50000,632,2006,350,16,20,-0.4357663659005393
7526,昌鑫花园(公寓),31.031871999999996,121.209319,0,0.9,290000,986,2006,800,8,40,-0.3858130463272291
7527,嘉和阳光城,31.139398,121.322448,0,1.6,330000,588,2006,485,184,50,-0.3025899669723811
7528,英郡雷丁小城(二期),31.095895000000002,121.32583899999999,1,2.1,2000000,856,2006,367,7,35,-0.31893556029116604
7530,复地香堤苑,31.057325,121.193096,0,1.8,80000,440,2005,440,9,55,-0.38879972858500933
7531,华亭绿景苑,31.04154500000001,121.242309,0,1.3,45000,463,2005,288,16,48,-0.503129450372231
7533,久阳文华府邸(公寓),31.049121000000003,121.20022900000001,0,0.5,180000,1200,2008,450,96,42,-0.38499050172236626
7534,新水桥公寓,31.09890900000001,121.34725900000001,0,0.95,31178,429,2007,120,15,30,-0.3800274646786135
7537,浅水湾花园,31.103559000000004,121.367375,1,2.48,189620,532,2003,12,38,65,-0.13634152757150134
7538,雅仕轩,31.099399,121.352718,1,1.4,42000,700,1999,523,5,48,-0.34363509104000073
7539,锦轩新墅,31.096473,121.339874,1,2.8,71000,159,2003,100,5,60,-0.11824174435793376
7540,万宇漓水花苑,31.098571000000003,121.346351,0,1.2,1873,67,2004,30,11,35,-0.5069744805438694
7562,大名公寓,31.12237600000001,121.283896,0,0.7,82000,176,2005,40,131,35,-0.6229268221122721
7563,九洲大唐花园,31.138519,121.31914499999999,0,2.8,60000,158,2004,750,36,68,-0.30312793895590523
7568,佘山假日半岛,31.091514,121.23879699999999,0,2.0,77000,690,2009,345,141,30,-0.6938402594229091
7572,东明花苑,31.032846999999997,121.239127,0,1.1,250000,1900,2009,546,2,50,-0.42770770236223593
7578,松江半岛花园,31.144046000000003,121.342673,1,1.85,220014,152,2002,500,9,52,-0.4693963250577266
7579,珠江新城,31.039543,121.21596100000001,0,1.35,228400,1650,2004,800,25,35,-0.4747553203691474
7585,晨岛花苑,31.044125,121.20861699999999,1,1.6,52000,172,2004,100,56,57,-0.21028259184045195
7593,新桥首府,31.068733,121.32228899999998,0,1.2,34000,422,2006,31,276,40,-0.5589631368467075
7594,中京苑,31.115516999999997,121.282552,0,0.7,34000,148,2004,42,13,30,-0.5814680726082854
7605,天虹小区,31.056464000000002,121.25205600000001,0,0.6,34400,430,2000,200,18,46,-0.5941569951160667
7607,白洋苑,31.023983,121.22231299999999,0,1.0,70000,3380,2005,280,19,45,-0.48620059925523695
7608,玉昆小区A区,31.040765999999998,121.12626599999999,0,0.5,150000,420,2000,356,16,30,-0.7507335841418094
7609,三星苑,31.018041999999998,121.20615,0,1.5,20000,532,1996,250,19,35,-0.4280618779283926
7611,荣乐五村,31.021240000000002,121.23051000000001,0,0.6,38400,480,1985,210,19,35,-0.411341795578042
7614,中凯佘山别墅,31.090552000000002,121.204024,1,4.5,37154,47,2015,380,2,78,-0.0489594263257939
7615,新乐名苑,31.069879999999998,121.317093,0,1.0,35000,363,2007,258,21,30,-0.5112478739910484
7645,河谷三号,31.079031,121.335926,1,2.2,37160,239,2009,11,8,35,-0.066831474270253
7647,万宇阳光苑,31.0677,121.32169499999999,0,1.35,88000,200,2008,400,28,45,-0.46344497730343076
7650,方东小区,31.012037,121.25640700000001,0,1.2,52800,660,1980,120,16,35,-0.5770832745216619
7653,月亮河桂园(公寓),31.038486,121.19225700000001,0,1.15,74500,298,2008,280,63,35,-0.37073054306301084
7655,合众湖畔花园,31.043609000000004,121.21188400000001,1,1.5,76000,758,2004,450,12,36,-0.2882960989649113
7656,鼎信公寓,31.036359,121.23944099999999,0,0.6,120000,850,2002,176,12,35,-0.41337338477479485
7658,佘山新苑,31.106975,121.20149599999999,0,0.5,19260,200,1997,220,18,35,-0.5794216672492912
7659,华中公寓,31.024357000000002,121.237898,0,0.6,38400,480,2000,198,18,30,-0.5810201801895968
7660,建设花园,31.035805,121.24331699999999,0,0.8,40400,140,2000,98,21,38,-0.4505650325190433
7662,佘山翠庭,31.107578000000004,121.181193,0,0.8,24000,193,2005,220,98,46,-0.47674444527377186
7663,名庭花苑,31.043772999999998,121.24003700000002,0,1.3,120000,2000,2006,460,29,48,-0.43194106512970337
7664,森活乐莫苑,31.01561400000001,121.258329,0,1.5,165000,2062,2011,700,14,35,-0.3430315261520385
7738,荣乐水岸,31.02337,121.21609,0,0.38,103201,632,2011,454,16,30,-0.44474419732691756
7740,天虹六村,31.037553999999997,121.254282,0,0.8,21372,290,1996,310,16,35,-0.47101187736620814
7741,玉树苑,31.020941999999998,121.21668899999999,1,1.0,75000,478,2005,258,55,43,-0.4003138462147642
7745,叶家村,31.125032,121.284811,0,0.8,20800,260,1988,180,12,35,-0.6418934191765621
7746,天虹四村,31.036272999999998,121.25478400000001,0,1.2,50800,635,2003,120,22,30,-0.4649998970954707
7748,中山文化苑,31.068682,121.26563700000001,0,0.6,71474,714,2009,350,16,28,-0.4357380236372251
7749,天虹二村,31.034196,121.254522,0,1.0,20000,180,1999,49,2,28,-0.4968932289204524
7750,松石苑,31.014082000000002,121.234682,0,0.8,26000,428,2008,228,16,34,-0.5146537714583667
7753,金汇苑,31.115291999999997,121.32033799999999,0,0.3,120000,330,2008,236,16,28,-0.5263970633634855
7754,茸联苑,31.012071999999996,121.26438300000001,0,0.6,42000,109,2008,236,18,40,-0.5426534562624984
7755,赛杰苑(公寓),31.030604999999998,121.202699,0,1.2,50000,309,2005,150,8,50,-0.4119966901666072
7756,华亭别墅,31.035956,121.196202,1,2.8,44800,118,2010,118,37,50,-0.11976148137318915
7759,锦桂苑,31.041109999999996,121.24000900000001,0,0.7,46172,570,2000,400,8,35,-0.43391158913780753
7761,东庭人家,31.030562,121.221277,0,2.4,42000,199,2003,160,14,50,-0.32339852997186025
7762,西林小区,31.019417999999998,121.22696499999999,0,0.6,39200,490,1994,45,2,35,-0.4740789409574792
7763,茸南苑,31.007851000000002,121.255155,0,0.5,26880,336,2000,80,18,33,-0.5306952718347697
7764,蓝天新村,31.019057,121.25934299999999,0,0.5,41760,523,1996,200,12,32,-0.47686098112544606
7765,祥和公寓,31.122511,121.26851299999998,0,0.8,50000,490,2005,200,11,45,0.007126146795302835
7767,祥和花苑(公寓),31.032427000000002,121.24444,0,0.8,28800,2980,2002,210,18,30,-0.4467993084178625
7768,耀江花苑,31.020723999999998,121.263056,0,0.5,125000,900,1996,250,15,32,-0.6168619578457731
7769,玉乐小区(西区),31.022129,121.205124,0,0.5,86,1200,2003,350,15,42,-0.4334639365462621
7770,江诚苑,31.030781,121.234755,0,0.5,10231,460,2000,210,14,27,-0.5184938234116767
7773,江川一村,31.118335,121.27859699999999,0,0.6,150000,396,2000,200,16,30,-0.5515591592579446
7774,方舟园四村,31.025993,121.24476100000001,0,0.6,6862,72,2000,32,136,35,-0.4885248920601206
7777,仓城五村,31.0088,121.217215,0,0.35,37440,468,2000,220,16,35,-0.5458927103570341
7778,会波苑,31.122409,121.289948,0,0.6,49600,620,2001,250,16,35,-0.6092934205188468
7781,上海家天下,31.059675,121.31306599999999,1,8.0,66000,89,2004,12,3,61,-0.3608695805500211
7782,华亭荣园,31.02368400000001,121.20749199999999,0,1.5,100000,852,2005,528,16,35,-0.42377510035105964
7783,荣都公寓(东侧),31.02035900000001,121.250505,0,0.5,100000,300,2005,700,13,35,-0.5124776198635148
7785,景怡花苑,31.047525,121.206973,0,2.1,20000,263,2004,836,12,60,-0.3866797490346026
