,room,area,price,orient,level,dec,line,linedistance,district,school,time,elevator,unknown1,unknown2,unknown3,unknown4,web
5688,"
1室1厅1卫        ",35平米,65714元/平米,南,低层,精装修,8,733,卢湾,0,1993年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319903498.htm
5689,"
1室1厅1卫        ",28平米,41429元/平米,南北,中层,简装修,0,0,宝山,1,1970年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319967971.htm
5690,"
4室2厅2卫        ",162.97平米,103086元/平米,南,中层,精装修,7,595,浦东,0,2013年,有 ,商品房,普通住宅,板楼,"
                                2018-04-06
                        ",http://esf.sh.fang.com/chushou/3_319483350.htm
5691,"
2室1厅1卫        ",50平米,20600元/平米,南北,中层,精装修,0,0,闵行,0,1998年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318741543.htm
5692,"
3室2厅2卫        ",144.3平米,34650元/平米,南北,中层,精装修,3,570,虹口,0,2005年,有 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319467521.htm
5693,"
4室3厅4卫        ",333平米,138138元/平米,南,低层,精装修,0,0,浦东,1,2002年,独栋,500平米,挑高,1,2,http://esf.sh.fang.com/chushou/10_320005219.htm
5694,"
暂无        ",28平米,60000元/平米,南北,中层,中装修,8,293,杨浦,0,1985年,无 ,个人产权,普通住宅,"
                                2018-04-14
                        ",57003元/平米,http://esf.sh.fang.com/chushou/3_319986459.htm
5695,"
2室2厅1卫        ",63平米,15556元/平米,南北,中层,精装修,0,0,金山,0,2009年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318740939.htm
5696,"
2室2厅1卫        ",50平米,17200元/平米,南北,中层,精装修,0,0,嘉定,1,2006年,有 ,商品房,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_318813659.htm
5697,"
3室2厅3卫        ",339.98平米,132331元/平米,南北,高层,豪华装修,9,977,浦东,0,2005年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319806445.htm
5698,"
2室1厅1卫        ",50平米,12400元/平米,南北,中层,精装修,0,0,青浦,0,1900年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318740861.htm
5699,"
2室1厅1卫        ",50平米,10000元/平米,南北,中层,精装修,0,0,青浦,0,2007年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318741695.htm
5700,"
2室2厅1卫        ",83.68平米,48399元/平米,南,高层,精装修,2,946,浦东,0,2005年,有 ,商品房,普通住宅,板楼,"
                                2018-04-04
                        ",http://esf.sh.fang.com/chushou/3_319350981.htm
5701,"
3室2厅2卫        ",123平米,28943元/平米,南北,中层,精装修,16,494,浦东,0,2015年,无 ,个人产权,普通住宅,"
                                2018-04-02
                        ",34483元/平米,http://esf.sh.fang.com/chushou/3_319283643.htm
5702,"
2室2厅1卫        ",89.37平米,51471元/平米,南,中层,精装修,2,1151,浦东,0,2010年,有 ,使用权,普通住宅,板楼,"
                                2018-04-07
                        ",http://esf.sh.fang.com/chushou/3_319530730.htm
5703,"
2室1厅1卫        ",47平米,155319元/平米,南北,中层,精装修,7,584,静安,1,1996年,无 ,个人产权,普通住宅,"
                                2018-04-04
                        ",127627元/平米,http://esf.sh.fang.com/chushou/3_319400960.htm
5704,"
1室1厅1卫        ",48平米,62500元/平米,南,中层,简装修,8,274,杨浦,1,2001年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319813375.htm
5705,"
2室1厅1卫        ",76.68平米,48122元/平米,暂无,低层,毛坯,1,309,宝山,0,1998年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_319975900.htm
5706,"
3室2厅2卫        ",190平米,105263元/平米,南北,中层,豪华装修,10,407,黄浦,0,2014年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318754077.htm
5707,"
3室2厅1卫        ",81平米,58642元/平米,南北,高层,精装修,12,1010,杨浦,0,2017年,有 ,个人产权,普通住宅,开间,板楼,http://esf.sh.fang.com/chushou/3_319520811.htm
5708,"
4室2厅3卫        ",264.41平米,117242元/平米,南北,中层,豪华装修,13,420,卢湾,0,2012年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317307651.htm
5709,"
3室2厅2卫        ",149平米,100671元/平米,南北,高层,精装修,7,402,普陀,0,2011年,无 ,个人产权,酒店式公寓,"
                                2018-04-04
                        ",68747元/平米,http://esf.sh.fang.com/chushou/3_319400950.htm
5710,"
5室3厅3卫        ",471.82平米,101734元/平米,南,低层,豪华装修,0,0,闵行,0,1998年,独栋,1000平米,挑高,1,2,http://esf.sh.fang.com/chushou/10_318632189.htm
5711,"
1室1厅1卫        ",55平米,28182元/平米,南北,中层,简装修,0,0,闵行,0,2015年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",27148元/平米,http://esf.sh.fang.com/chushou/3_319949848.htm
5712,"
2室2厅1卫        ",66平米,42424元/平米,南,中层,豪华装修,4,819,虹口,0,2000年,有 ,个人产权,普通住宅,"
                                2018-04-05
                        ",52885元/平米,http://esf.sh.fang.com/chushou/3_319420529.htm
5713,"
2室2厅1卫        ",68平米,47059元/平米,南北,高层,豪华装修,4,691,虹口,0,2000年,有 ,个人产权,普通住宅,"
                                2018-04-05
                        ",58751元/平米,http://esf.sh.fang.com/chushou/3_319418920.htm
5714,"
4室2厅4卫        ",356平米,91264元/平米,南北,中层,精装修,7,825,浦东,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319437170.htm
5715,"
2室1厅1卫        ",54平米,74074元/平米,南,高层,简装修,7,497,静安,0,1996年,无 ,个人产权,酒店式公寓,"
                                2018-04-04
                        ",80762元/平米,http://esf.sh.fang.com/chushou/3_319400959.htm
5716,"
3室2厅2卫        ",159平米,55975元/平米,南,低层,精装修,7,420,普陀,0,1996年,无 ,个人产权,酒店式公寓,"
                                2018-04-04
                        ",52133元/平米,http://esf.sh.fang.com/chushou/3_319400964.htm
5717,"
2室2厅1卫        ",60平米,30000元/平米,南北,中层,精装修,11,788,嘉定,0,2012年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319550762.htm
5718,"
2室2厅1卫        ",79平米,28861元/平米,南北,低层,简装修,11,348,嘉定,0,2015年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319532505.htm
5719,"
5室3厅4卫        ",334.32平米,134602元/平米,南北,低层,毛坯,13,460,静安,0,2006年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",120721元/平米,http://esf.sh.fang.com/chushou/3_319959808.htm
5720,"
5室1厅5卫        ",1230平米,105691元/平米,南,低层,简装修,0,0,宝山,0,2008年,独栋,平层,"
                                2018-04-10
                        ",68445元/平米,↑2.44%,http://esf.sh.fang.com/chushou/10_319754050.htm
5721,"
3室2厅2卫        ",149.09平米,112684元/平米,南北,中层,精装修,9,142,卢湾,1,2008年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319479393.htm
5722,"
5室2厅4卫        ",305.56平米,99817元/平米,南北,低层,豪华装修,8,439,闸北,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319749960.htm
5723,"
2室1厅1卫        ",35平米,125143元/平米,南,高层,精装修,1,509,静安,0,1936年,无 ,使用权,新里洋房,平层,板楼,http://esf.sh.fang.com/chushou/3_317827417.htm
5724,"
3室2厅2卫        ",166.03平米,123411元/平米,南北,中层,精装修,0,0,浦东,0,2015年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319543098.htm
5725,"
2室1厅1卫        ",52平米,48462元/平米,南,中层,豪华装修,12,546,杨浦,0,2003年,有 ,个人产权,普通住宅,"
                                2018-04-05
                        ",58218元/平米,http://esf.sh.fang.com/chushou/3_319418873.htm
5726,"
3室2厅1卫        ",89平米,33708元/平米,南北,高层,精装修,0,0,宝山,0,2009年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318791945.htm
5727,"
暂无        ",78.26平米,52389元/平米,南,高层,中装修,8,984,杨浦,0,2000年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319837835.htm
5728,"
3室2厅1卫        ",89平米,34831元/平米,南北,中层,精装修,0,0,宝山,0,2007年,有 ,个人产权,普通住宅,平层,"
                                2018-03-26
                        ",http://esf.sh.fang.com/chushou/3_318793134.htm
5729,"
2室2厅1卫        ",73.36平米,25900元/平米,南北,中层,精装修,0,0,宝山,0,1999年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318995024.htm
5730,"
3室2厅1卫        ",89平米,33708元/平米,南北,高层,精装修,0,0,宝山,0,2009年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318911312.htm
5731,"
1室1厅1卫        ",56平米,33929元/平米,南北,中层,精装修,1,205,宝山,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318792376.htm
5732,"
暂无        ",86平米,56977元/平米,南,高层,中装修,8,939,杨浦,0,2001年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319837847.htm
5733,"
4室2厅4卫        ",283.9平米,132089元/平米,南,中层,豪华装修,9,612,黄浦,0,2013年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319787790.htm
5734,"
2室2厅2卫        ",84.23平米,46159元/平米,南北,中层,精装修,11,812,浦东,0,2011年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_317773159.htm
5735,"
2室1厅1卫        ",87.2平米,77982元/平米,南,低层,精装修,1,694,闸北,0,2007年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319083011.htm
5736,"
2室2厅1卫        ",95平米,36842元/平米,南北,高层,精装修,0,0,松江,0,2012年,有 ,商品房,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_318976164.htm
5737,"
1室1厅1卫        ",53平米,77358元/平米,南北,低层,中装修,6,156,浦东,0,2000年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319918090.htm
5738,"
5室3厅4卫        ",330.9平米,37776元/平米,南,低层,豪华装修,0,0,闵行,0,2013年,独栋,1,1,"
                                2018-04-12
                        ",40871元/平米,http://esf.sh.fang.com/chushou/10_319849786.htm
5739,"
8室5厅8卫        ",1680平米,267857元/平米,南,低层,豪华装修,10,1151,长宁,0,2012年,独栋,500平米,1,1,"
                                2018-04-07
                        ",http://esf.sh.fang.com/chushou/10_319568386.htm
5740,"
2室2厅1卫        ",95.86平米,53203元/平米,南,中层,精装修,1,417,闵行,0,2004年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319127600.htm
5741,"
3室2厅1卫        ",82平米,29268元/平米,南北,中层,毛坯,0,0,闵行,0,2013年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319792767.htm
5742,"
2室1厅1卫        ",36平米,33333元/平米,南,中层,精装修,13,517,嘉定,0,2013年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318275103.htm
5743,"
2室2厅1卫        ",83平米,33133元/平米,南北,中层,精装修,0,0,浦东,0,2013年,有 ,个人产权,普通住宅,"
                                2018-04-14
                        ",32788元/平米,http://esf.sh.fang.com/chushou/3_320006052.htm
5744,"
3室2厅2卫        ",165.25平米,78669元/平米,南北,高层,精装修,2,891,长宁,0,2004年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319860856.htm
5745,"
3室2厅2卫        ",148.68平米,84746元/平米,南北,高层,精装修,4,252,卢湾,0,2004年,无 ,个人产权,普通住宅,"
                                2018-04-12
                        ",88263元/平米,http://esf.sh.fang.com/chushou/3_319892479.htm
5746,"
2室2厅2卫        ",65平米,48462元/平米,南北,高层,精装修,8,605,杨浦,0,2000年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318518889.htm
5747,"
2室2厅1卫        ",84平米,119048元/平米,东北,中层,豪华装修,2,989,浦东,0,2002年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319773044.htm
5748,"
4室2厅2卫        ",166.64平米,54909元/平米,南,低层,简装修,9,315,浦东,0,1999年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319966966.htm
5749,"
5室3厅5卫        ",505平米,49505元/平米,南,低层,豪华装修,0,0,松江,0,2010年,独栋,"
                                2018-04-07
                        ",46850元/平米,↓4.94%,↓2.25%,http://esf.sh.fang.com/chushou/10_319563165.htm
5750,"
2室2厅1卫        ",97.11平米,87530元/平米,南,中层,豪华装修,9,464,黄浦,0,2011年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319709802.htm
5751,"
2室1厅1卫        ",82.68平米,50798元/平米,南,中层,精装修,13,842,普陀,0,1997年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318290224.htm
5752,"
4室2厅4卫        ",270平米,142593元/平米,南北,高层,豪华装修,1,247,徐汇,0,2017年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319900469.htm
5753,"
2室2厅2卫        ",115平米,62609元/平米,南北,高层,精装修,2,438,浦东,0,2009年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319928411.htm
5754,"
2室2厅1卫        ",47.03平米,23389元/平米,南北,中层,精装修,0,0,青浦,0,2007年,有 ,个人产权,普通住宅,开间,钢混,http://esf.sh.fang.com/chushou/3_319837032.htm
5755,"
2室2厅1卫        ",72.88平米,46926元/平米,南北,中层,精装修,13,1002,普陀,0,1999年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318290263.htm
5756,"
2室2厅1卫        ",50.69平米,20714元/平米,南北,中层,精装修,0,0,青浦,0,2007年,有 ,个人产权,普通住宅,开间,塔板结合,http://esf.sh.fang.com/chushou/3_319838787.htm
5757,"
4室2厅3卫        ",257.68平米,89258元/平米,东南,中层,精装修,2,989,浦东,0,2003年,有 ,个人产权,普通住宅,平层,钢混,http://esf.sh.fang.com/chushou/3_314058142.htm
5758,"
6室3厅5卫        ",288.74平米,228579元/平米,南,中层,豪华装修,9,617,卢湾,0,1927年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319788965.htm
5759,"
3室2厅2卫        ",70平米,51429元/平米,南北,高层,精装修,3,554,虹口,0,1994年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318518751.htm
5760,"
3室2厅2卫        ",137平米,80292元/平米,南,高层,精装修,4,495,卢湾,0,2004年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319884508.htm
5761,"
1室1厅1卫        ",51.32平米,42868元/平米,南,低层,精装修,13,918,嘉定,0,2008年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318499345.htm
5762,"
5室3厅6卫        ",480平米,79167元/平米,南北,高层,豪华装修,0,0,长宁,0,2017年,有 ,个人产权,普通住宅,"
                                2018-04-08
                        ",88018元/平米,http://esf.sh.fang.com/chushou/3_319622986.htm
5763,"
4室3厅3卫        ",160平米,35625元/平米,南北,高层,精装修,9,1165,松江,0,2005年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319490122.htm
5764,"
5室3厅5卫        ",608平米,123355元/平米,南,低层,豪华装修,7,730,浦东,0,2004年,独栋,500平米,平层,1,2,http://esf.sh.fang.com/chushou/10_319980140.htm
5765,"
4室3厅4卫        ",254.96平米,58833元/平米,北,低层,豪华装修,0,0,浦东,0,2006年,独栋,平层,"
                                2018-04-06
                        ",70172元/平米,↑35.82%,http://esf.sh.fang.com/chushou/10_319514806.htm
5766,"
3室2厅2卫        ",118平米,35593元/平米,南北,中层,毛坯,8,1026,闵行,0,2013年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319674976.htm
5767,"
1室2厅1卫        ",75平米,120000元/平米,南北,中层,精装修,1,459,徐汇,0,2005年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319987203.htm
5768,"
3室2厅1卫        ",80平米,9375元/平米,南,低层,简装修,0,0,上海周边,0,2017年,有 ,商品房,"
                                2018-04-10
                        ",11285元/平米,↑15.89%,http://esf.sh.fang.com/chushou/3_319735450.htm
5769,"
4室5厅6卫        ",415平米,120482元/平米,南,低层,精装修,7,730,浦东,0,2008年,独栋,挑高,"
                                2018-03-29
                        ",140429元/平米,↓11.36%,http://esf.sh.fang.com/chushou/10_319015578.htm
5770,"
1室1厅1卫        ",41平米,48293元/平米,南,中层,精装修,8,851,浦东,1,1990年,有 ,个人产权,普通住宅,"
                                2018-04-10
                        ",54445元/平米,http://esf.sh.fang.com/chushou/3_319730609.htm
5771,"
2室1厅1卫        ",80平米,21250元/平米,南北,中层,简装修,0,0,上海周边,0,2011年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319723768.htm
5772,"
2室2厅1卫        ",85平米,36471元/平米,南北,中层,精装修,0,0,浦东,0,2012年,无 ,个人产权,普通住宅,"
                                2018-03-02
                        ",38388元/平米,http://esf.sh.fang.com/chushou/3_317161039.htm
5773,"
2室1厅1卫        ",73平米,37671元/平米,南北,低层,精装修,0,0,闵行,0,2007年,无 ,个人产权,普通住宅,平层,"
                                2018-04-11
                        ",http://esf.sh.fang.com/chushou/3_319824740.htm
5774,"
4室2厅3卫        ",250平米,38000元/平米,暂无,低层,毛坯,0,0,青浦,0,2011年,联排,"
                                2018-03-24
                        ",44210元/平米,↓8.21%,↓4.17%,http://esf.sh.fang.com/chushou/10_318704846.htm
5775,"
1室1厅1卫        ",55平米,36364元/平米,南北,低层,精装修,2,946,浦东,0,2016年,有 ,个人产权,普通住宅,"
                                2018-03-02
                        ",44127元/平米,http://esf.sh.fang.com/chushou/3_317160574.htm
5776,"
8室3厅6卫        ",501平米,99800元/平米,南,中层,简装修,9,762,浦东,0,2006年,有 ,个人产权,普通住宅,"
                                2018-03-23
                        ",102055元/平米,http://esf.sh.fang.com/chushou/3_318582433.htm
5777,"
3室2厅1卫        ",103.87平米,40435元/平米,南北,高层,精装修,0,0,青浦,0,2016年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_318064002.htm
5778,"
4室2厅4卫        ",313平米,130958元/平米,南北,高层,精装修,0,0,浦东,0,2000年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319599446.htm
5779,"
2室2厅2卫        ",119平米,82773元/平米,南北,高层,精装修,9,687,黄浦,0,2002年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319487394.htm
5780,"
5室3厅3卫        ",310平米,43548元/平米,南,低层,豪华装修,0,0,浦东,0,2008年,独栋,100平米,平层,"
                                2018-04-06
                        ",43882元/平米,http://esf.sh.fang.com/chushou/10_319512363.htm
5781,"
2室1厅1卫        ",74平米,67568元/平米,暂无,高层,简装修,1,713,徐汇,0,1991年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319555327.htm
5782,"
2室2厅2卫        ",105平米,76190元/平米,南,中层,精装修,2,474,长宁,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319640953.htm
5783,"
2室2厅1卫        ",91平米,29670元/平米,南北,高层,毛坯,7,1067,宝山,0,2014年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319989778.htm
5784,"
4室2厅3卫        ",179平米,35196元/平米,北,低层,简装修,0,0,松江,0,2006年,叠加,80平米,1,2,"
                                2018-04-02
                        ",http://esf.sh.fang.com/chushou/10_319238970.htm
5785,"
2室1厅1卫        ",45平米,18889元/平米,南北,高层,简装修,2,779,浦东,0,2007年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319886888.htm
5786,"
5室2厅4卫        ",316平米,215190元/平米,南北,高层,豪华装修,10,439,卢湾,1,2008年,有 ,个人产权,"
                                2018-04-11
                        ",140036元/平米,↓12.92%,http://esf.sh.fang.com/chushou/3_319773983.htm
5787,"
2室1厅1卫        ",61.6平米,60065元/平米,南北,中层,精装修,9,523,浦东,0,1996年,有 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319929731.htm
5788,"
3室2厅2卫        ",123平米,37398元/平米,南北,中层,精装修,0,0,宝山,0,2006年,无 ,个人产权,普通住宅,平层,"
                                2018-03-19
                        ",http://esf.sh.fang.com/chushou/3_318321308.htm
5789,"
4室2厅3卫        ",213平米,122019元/平米,南北,高层,豪华装修,0,0,浦东,0,2015年,有 ,个人产权,普通住宅,"
                                2018-04-10
                        ",123318元/平米,http://esf.sh.fang.com/chushou/3_319714503.htm
5790,"
3室2厅3卫        ",170.23平米,115726元/平米,南,高层,豪华装修,13,388,黄浦,0,2012年,无 ,商品房,普通住宅,"
                                2018-04-11
                        ",105508元/平米,http://esf.sh.fang.com/chushou/3_319810683.htm
5791,"
3室2厅2卫        ",179平米,103352元/平米,南,低层,精装修,9,1086,浦东,0,2004年,有 ,个人产权,普通住宅,"
                                2018-04-13
                        ",100912元/平米,http://esf.sh.fang.com/chushou/3_319901470.htm
5792,"
3室2厅2卫        ",122平米,49180元/平米,东西,高层,精装修,12,186,杨浦,0,2004年,有 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_317877418.htm
5793,"
4室2厅2卫        ",188平米,107979元/平米,南北,低层,精装修,9,1086,浦东,0,2004年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319901567.htm
5794,"
4室2厅2卫        ",224平米,116071元/平米,南北,高层,精装修,9,588,浦东,0,2008年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319902719.htm
5795,"
3室2厅1卫        ",102平米,63725元/平米,暂无,中层,简装修,0,0,闵行,0,2005年,无 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319704674.htm
5796,"
8室3厅6卫        ",501平米,99800元/平米,南北,中层,简装修,9,762,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319902576.htm
5797,"
4室2厅2卫        ",213平米,107934元/平米,南北,低层,精装修,9,1086,浦东,0,2004年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319901361.htm
5798,"
2室2厅1卫        ",87平米,47126元/平米,南北,低层,精装修,0,0,浦东,0,2012年,有 ,商品房,普通住宅,"
                                2018-04-12
                        ",43474元/平米,http://esf.sh.fang.com/chushou/3_319836711.htm
5799,"
3室2厅2卫        ",124.6平米,44141元/平米,南北,中层,精装修,0,0,闵行,0,2005年,无 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319535805.htm
5800,"
3室2厅1卫        ",115平米,16348元/平米,南北,高层,毛坯,0,0,浦东,0,2008年,无 ,个人产权,普通住宅,"
                                2018-04-11
                        ",19025元/平米,http://esf.sh.fang.com/chushou/3_319795174.htm
5801,"
3室2厅2卫        ",107.65平米,41802元/平米,南,高层,精装修,10,855,闵行,0,2005年,无 ,个人产权,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_319659783.htm
5802,"
5室3厅5卫        ",853平米,187573元/平米,南,低层,毛坯,0,0,浦东,0,2000年,独栋,1860平米,挑高,1,5,http://esf.sh.fang.com/chushou/10_316732152.htm
5803,"
5室3厅4卫        ",368平米,122283元/平米,南北,高层,简装修,9,762,浦东,0,2006年,有 ,个人产权,普通住宅,"
                                2018-04-12
                        ",102055元/平米,http://esf.sh.fang.com/chushou/3_319832997.htm
5804,"
5室3厅4卫        ",354.57平米,95891元/平米,南,低层,精装修,0,0,浦东,1,2005年,独栋,500平米,平层,1,2,http://esf.sh.fang.com/chushou/10_319973792.htm
5805,"
4室3厅6卫        ",597平米,301508元/平米,东西,中层,精装修,2,492,浦东,0,2009年,有 ,个人产权,普通住宅,"
                                2018-04-14
                        ",179257元/平米,http://esf.sh.fang.com/chushou/3_319989107.htm
5806,"
4室2厅5卫        ",528平米,160966元/平米,南北,高层,精装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_319213956.htm
5807,"
3室2厅3卫        ",251.18平米,82809元/平米,东西,中层,精装修,9,995,浦东,0,2003年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319406743.htm
5808,"
5室3厅4卫        ",478.52平米,85263元/平米,南,低层,精装修,0,0,浦东,0,2003年,独栋,500平米,挑高,2,2,http://esf.sh.fang.com/chushou/10_319546602.htm
5809,"
3室2厅3卫        ",348平米,146523元/平米,南,低层,精装修,9,977,浦东,0,2005年,有 ,个人产权,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_318164674.htm
5810,"
6室3厅6卫        ",938平米,181237元/平米,东西,高层,豪华装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,复式,板楼,http://esf.sh.fang.com/chushou/3_319407467.htm
5811,"
3室2厅3卫        ",337平米,112730元/平米,东,低层,精装修,9,977,浦东,0,2005年,有 ,个人产权,普通住宅,"
                                2018-04-14
                        ",126156元/平米,http://esf.sh.fang.com/chushou/3_319990426.htm
5812,"
2室2厅1卫        ",78平米,22436元/平米,南北,中层,毛坯,0,0,浦东,0,2016年,无 ,个人产权,普通住宅,"
                                2018-04-12
                        ",20861元/平米,http://esf.sh.fang.com/chushou/3_319854630.htm
5813,"
4室2厅3卫        ",272平米,136029元/平米,东,高层,精装修,0,0,浦东,0,2015年,有 ,个人产权,普通住宅,"
                                2018-04-14
                        ",123318元/平米,http://esf.sh.fang.com/chushou/3_319989000.htm
5814,"
4室3厅4卫        ",454平米,165198元/平米,南北,高层,精装修,10,382,卢湾,1,2005年,有 ,个人产权,"
                                2018-04-12
                        ",143925元/平米,↑12.2%,http://esf.sh.fang.com/chushou/3_319875773.htm
5815,"
4室2厅2卫        ",213平米,107934元/平米,南北,高层,精装修,9,1086,浦东,0,2004年,有 ,个人产权,普通住宅,"
                                2018-04-12
                        ",100912元/平米,http://esf.sh.fang.com/chushou/3_319833150.htm
5816,"
3室2厅3卫        ",229平米,144061元/平米,东,低层,精装修,9,978,浦东,0,2013年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319973793.htm
5817,"
4室2厅3卫        ",283平米,98905元/平米,东西,高层,简装修,9,995,浦东,0,2006年,有 ,个人产权,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319213884.htm
5818,"
1室1厅1卫        ",56.54平米,49522元/平米,南,中层,简装修,0,0,浦东,0,1995年,无 ,商品房,普通住宅,平层,塔楼,http://esf.sh.fang.com/chushou/3_319596807.htm
5819,"
2室1厅1卫        ",20平米,57500元/平米,南北,高层,简装修,13,615,黄浦,0,2010年,无 ,个人产权,酒店式公寓,平层,板楼,http://esf.sh.fang.com/chushou/3_319882267.htm
5820,"
2室1厅1卫        ",52平米,10577元/平米,南北,中层,精装修,0,0,嘉定,0,1900年,无 ,商品房,普通住宅,平层,板楼,http://esf.sh.fang.com/chushou/3_319693718.htm
