,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
1423,御景华庭,https://shanghai.anjuke.com/community/view/370267,31.199012,121.69255,公寓,1,63603,316,2013,279,2,35,上海光大房地产有限公司,上海银顶峰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,仁恒森兰雅苑(一期别墅),https://shanghai.anjuke.com/community/view/370128,31.30453,121.598372,别墅,5,320000,3121,2012,1000,1,35,上海仁恒森兰置业有限公司,上海仁恒物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,云锦名苑,https://shanghai.anjuke.com/community/view/357768,30.904509,121.830006,公寓,0,300000,600,2005,150,1,35,绿地集团,梦景苑物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,高行绿洲(二期),https://shanghai.anjuke.com/community/view/337047,31.334357,121.600267,公寓,1,88000,1130,2008,367,2,30,外高桥集团,上海金地物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,川杨新苑(四期),https://shanghai.anjuke.com/community/view/300205,31.194906,121.644188,公寓,0,78300,860,1998,210,1,45,上海绿地集团有限公司,上海绿地物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,高行家园(西区),https://shanghai.anjuke.com/community/view/291034,31.300762,121.617834,公寓,1,126000,700,2008,400,1,35,上海荣海房地产发展有限公司,上海先行信汇物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,中凌滨江苑,https://shanghai.anjuke.com/community/view/263532,31.37370300000001,121.552768,公寓,1,43000,458,2009,285,1,30,上海中凌房地产开发有限公司,凌桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,高行绿洲(四期),https://shanghai.anjuke.com/community/view/261304,31.331678000000004,121.597988,公寓,1,73106,1288,2010,218,2,39,上海外高桥集团股份有限公司,彩生活物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,庆荣苑,https://shanghai.anjuke.com/community/view/260634,31.243433000000003,121.728479,公寓,0,22000,380,2005,60,2,38,上海安都房地产发展有限公司,合庆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,海尚明月苑,https://shanghai.anjuke.com/community/view/260337,30.879351,121.865607,公寓,1,300000,2000,2008,826,2,30,上海临港芦潮港经济发展有限公司,上海南汇团房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,学前公寓,https://shanghai.anjuke.com/community/view/244487,31.355482,121.591867,公寓,0,63000,766,1994,80,2,20,高桥鹏静置业开发有限公司,万豪物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,浦东大道2511弄小区,https://shanghai.anjuke.com/community/view/221016,31.264928,121.566697,公寓,0,46000,300,1994,50,2,30,大华（集团）有限公司,上海陆家嘴物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,古北香堤岭,https://shanghai.anjuke.com/community/view/217949,31.069404,121.723299,别墅,4,55000,114,2010,114,0,56,上海杉野置业有限公司,上海锦南物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,瀚盛家园,https://shanghai.anjuke.com/community/view/217327,31.208566,121.661027,公寓,0,10000,1090,2009,569,1,30,上海建工集团,俊虹物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,东郊半岛,https://shanghai.anjuke.com/community/view/217099,31.186464,121.74876,别墅,4,444547,127,2012,124,0,65,上海红蜻蜓置业有限公司,上海紫泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,康桥月苑(南区),https://shanghai.anjuke.com/community/view/207733,31.132769,121.602336,公寓,0,8545,623,2009,200,3,35,上海雨润房地产开发有限公司,上海豫园物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,东方听潮豪园,https://shanghai.anjuke.com/community/view/204779,31.043556,121.747946,公寓,1,150000,1200,2007,500,1,40,上海脉通房产开发经营有限公司,上海现代时尚商业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,普陀新村,https://shanghai.anjuke.com/community/view/203978,31.161469,121.736407,公寓,0,48000,600,2000,200,0,28,上海周康房地产有限公司,周康物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,高行绿洲(一期),https://shanghai.anjuke.com/community/view/203263,31.332962,121.599942,公寓,1,70210,826,2008,150,2,30,上海城建（集团）公司,上海金地物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,碧盈苑,https://shanghai.anjuke.com/community/view/201618,31.05203400000001,121.716401,别墅,2,14487,157,2008,155,0,41,上海名流置业有限公司,上海鑫源物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,莱茵美墅,https://shanghai.anjuke.com/community/view/200920,31.071487,121.718942,别墅,3,72699,155,2011,69,0,50,上海莱茵达置业有限公司,上海芸绮物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,墅外金柳湾新贵居,https://shanghai.anjuke.com/community/view/200911,31.150033,121.624917,公寓,2,87696,386,2010,27,1,48,上海亲和源置业有限公司,上海金晨物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,绿地香颂(别墅),https://shanghai.anjuke.com/community/view/200891,31.13707,121.541584,别墅,2,200731,1304,2011,2600,1,35,绿地康林置业有限公司,上海长城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,申雅苑,https://shanghai.anjuke.com/community/view/194034,31.125656,121.597632,公寓,0,100000,800,2008,1,1,35,上海瀛浦置业有限公司, 上海圣维仕物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,军民新村,https://shanghai.anjuke.com/community/view/191538,31.030792,121.650726,公寓,0,80000,1220,1992,100,1,25,新浦开发有限公司,自主物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,东方城市绿洲,https://shanghai.anjuke.com/community/view/189956,31.192895,121.687134,公寓,1,68000,386,2009,499,1,30,上海泰华房地产开发有限公司,现代时尚物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,证大宽域,https://shanghai.anjuke.com/community/view/189899,31.239508,121.54573899999998,公寓,5,22718,255,2009,270,2,40,上海恒锦房地产发展有限公司,证大物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,凌桥一村,https://shanghai.anjuke.com/community/view/171444,31.369567,121.549542,公寓,0,13743,216,1997,68,1,43,上海高桥鹏静置业房产开发有限公司,凌桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,洋泾小区,https://shanghai.anjuke.com/community/view/167402,31.243891,121.563609,公寓,0,63000,720,1995,680,1,37,浦东新区房地产（集团）有限公司,上海浦东新区潍坊物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,人生港湾南欧城,https://shanghai.anjuke.com/community/view/147297,31.045683,121.776166,公寓,1,135260,1064,2013,823,1,36,上海港房地产经营开发公司,开元国际物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,东卫小区15号楼小区,https://shanghai.anjuke.com/community/view/121458,31.05114600000001,121.775503,公寓,0,65000,800,2005,350,1,35,上海莎海实业（集团）有限公司,上海市浦东新区惠南镇卫星居民委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,听潮四村,https://shanghai.anjuke.com/community/view/118103,31.052988,121.750323,公寓,0,25692,168,1997,98,1,30,上海欣周开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,海高一村(东区),https://shanghai.anjuke.com/community/view/115627,31.356054,121.591244,公寓,0,42568,564,1993,164,1,20,高桥鹏静置业,高桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,创欣南苑,https://shanghai.anjuke.com/community/view/98731,31.118417,121.586493,公寓,0,30000,98,2015,50,1,25,上海创欣房地产开发有限公司,上海周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,惠南一方新城,https://shanghai.anjuke.com/community/view/86538,31.040853,121.745424,公寓,1,96950,800,2007,300,1,40,上海浦东富成房地产有限公司,上海磁华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,桃园新城中虹佳园(东区),https://shanghai.anjuke.com/community/view/85784,31.101417,121.592103,公寓,0,25000,300,2007,2500,1,35,周欣置业开发有限公司,有权物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,南瑞别墅,https://shanghai.anjuke.com/community/view/83059,31.049107,121.716625,别墅,2,33000,126,2007,126,0,60,上海南瑞置业有限公司,上海枫丹白露物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,听潮五村,https://shanghai.anjuke.com/community/view/82960,31.050349,121.754045,公寓,0,25968,286,2003,158,1,30,上海欣周开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,中汇花园,https://shanghai.anjuke.com/community/view/82251,31.044786,121.749938,公寓,0,6136,300,2007,100,1,30,上海中汇投资发展总公司,泰燕物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,古桐二村,https://shanghai.anjuke.com/community/view/82018,31.206215000000004,121.624905,公寓,0,58900,760,2002,320,2,40,上海张江物业管理有限公司,上海张江物业发展公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,滨江茗园,https://shanghai.anjuke.com/community/view/64107,31.24827800000001,121.527811,公寓,2,180000,1200,2002,180,2,33,上海三新企业发展有限公司,上海陆家嘴物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,粤亮湾景苑,https://shanghai.anjuke.com/community/view/63058,31.116551,121.588295,公寓,1,80000,650,2008,250,1,31,上海粤华房地产有限公司,上海澍骏物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,文汇小区北区,https://shanghai.anjuke.com/community/view/62066,31.175999,121.54655,公寓,0,25000,423,1996,180,1,30,上海建工集团股份有限公司,上海田丰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,棕榈泉花园,https://shanghai.anjuke.com/community/view/61809,31.230075,121.657934,别墅,4,61560,160,2008,203,0,40,上海西北盛唐房地产有限公司,上海世邦魏理仕物业顾问有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,玉兰路57弄小区,https://shanghai.anjuke.com/community/view/17877,31.209869,121.55504,公寓,0,1200,150,1994,110,1,32,上海建工集团,上海建工物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,樱花路309弄小区,https://shanghai.anjuke.com/community/view/17099,31.212835,121.556885,公寓,3,5412,180,2007,40,2,35,上海市花木房地产开发经营公司,上海浦东新区花木物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,古银杏苑,https://shanghai.anjuke.com/community/view/16810,31.14825200000001,121.535249,公寓,0,67900,870,1999,80,2,30,上海建工集团,上海安居物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,欣连佳苑,https://shanghai.anjuke.com/community/view/16522,31.335935,121.62491599999998,公寓,0,80000,597,2007,150,1,30,上海高东置业有限公司,上海新园物业有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,扬盛佳苑,https://shanghai.anjuke.com/community/view/16257,31.320218,121.64221299999998,公寓,0,56700,382,2007,156,2,35,上海申昶房地产开发有限公司,住安物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,上南五村,https://shanghai.anjuke.com/community/view/15901,31.185312,121.50692,公寓,1,27000,1280,1993,248,2,20,上南集团有限公司,上海振南物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,锦福苑,https://shanghai.anjuke.com/community/view/15647,31.37195,121.546741,公寓,0,45682,652,2005,135,1,30,浦东房地产开发公司,凌桥物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,金橘新苑(北区),https://shanghai.anjuke.com/community/view/15422,31.156934000000003,121.531234,公寓,1,98060,2234,2006,320,1,46,上海中房置业股份有限公司,上海悦华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,人和新村,https://shanghai.anjuke.com/community/view/15350,31.161396000000003,121.583148,公寓,1,68000,852,1995,460,2,20,潼江建设集团,康旺物业 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,安阁苑(中区),https://shanghai.anjuke.com/community/view/15298,31.095423,121.597026,公寓,0,126500,540,2008,130,1,40,上海鹏航建设发展有限公司,上海友全物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,汇腾南苑,https://shanghai.anjuke.com/community/view/15294,31.097144,121.591544,公寓,0,50000,700,2008,200,3,35,上海申能汇腾房地产有限公司,周欣物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,汇腾东苑,https://shanghai.anjuke.com/community/view/15293,31.097398,121.592586,公寓,0,50000,500,2004,256,1,35,周欣开发有限公司,周欣物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,纯翠苑,https://shanghai.anjuke.com/community/view/15110,31.15748,121.508872,公寓,0,22000,360,2004,300,1,40,恒大地产,上海中凯物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,潼港五村,https://shanghai.anjuke.com/community/view/14957,31.351829,121.577526,公寓,0,79000,1116,1997,100,1,40,上海潼港置业有限公司,上海勤民物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,双秀西苑,https://shanghai.anjuke.com/community/view/14828,31.128549,121.564092,公寓,0,112560,1560,2006,263,1,35,上海周康房地产有限公司,上海周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,欣松苑,https://shanghai.anjuke.com/community/view/14496,31.029275,121.70601200000002,公寓,1,110000,1256,2008,256,1,35,上海恒普实业发展有限公司,上海宣桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,古桐五村,https://shanghai.anjuke.com/community/view/14257,31.205406,121.618605,公寓,0,180000,900,2002,320,1,40,张江物业发展开发有限公司,上海仁联物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,圣鑫苑(一期),https://shanghai.anjuke.com/community/view/13888,31.131969,121.591639,公寓,1,70000,1550,2007,503,1,41,上海成正置业有限公司,上海周房物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,莲花公寓,https://shanghai.anjuke.com/community/view/13082,31.122326,121.591755,公寓,0,160000,132,1994,130,1,35,大联诚（上海）房地产开发有限公司,周房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,中星嘉莱苑,https://shanghai.anjuke.com/community/view/13027,31.279133,121.584718,公寓,1,4385,250,2005,230,1,40,上海中星（集团）有限公司,上海中星集团申城物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,东五小区,https://shanghai.anjuke.com/community/view/12956,31.280126,121.59847,公寓,0,65900,260,1996,122,1,30,上海建工集团,上海安得物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,高行银杏苑(南区),https://shanghai.anjuke.com/community/view/12856,31.294852,121.613902,公寓,0,120000,900,2000,300,1,35,海高行华飞房地产有限公司,上海高行华飞物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,欣兰苑,https://shanghai.anjuke.com/community/view/12287,31.029237,121.707597,公寓,1,110000,2560,2009,268,1,35,上海东鼎房地产发展有限公司,上海宣桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,宏伟新村,https://shanghai.anjuke.com/community/view/12272,31.241344,121.689746,公寓,0,245,420,1994,52,0,26,宏伟集团公司,上海浦东虹港物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,浦兴苑,https://shanghai.anjuke.com/community/view/12215,31.284973,121.607925,公寓,0,120987,300,2006,235,2,30,上海东莱房地产开发有限公司,上海云琦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,欣梅苑(西区),https://shanghai.anjuke.com/community/view/11720,31.031817,121.708644,公寓,1,22833,2360,2007,230,1,35,上海东鼎房地产发展有限公司,上海宣桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,龙珠公寓,https://shanghai.anjuke.com/community/view/11674,31.256468,121.556044,公寓,2,100000,280,2000,300,2,35,上海佳华房地产有限公司,佳话物业管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
